SVR,xgboost,RNN,CNN-LSTM,NBEATS,KG-GCN-LSTM
1469.3865311875024,31116.42472636871,168929.2803945555,132995.2803945555,7710.368425791687,7710.368425791687
4183.348951792461,2814.1417565075235,181247.7847903441,139370.7847903441,31333.95436959308,31333.95436959308
11628.60342018207,13275.582710732766,512821.6201986933,512821.6201986933,9691.09052757581,9691.09052757581
24382.284948961576,754.2259378453174,42650.25527745555,42650.25527745555,123916.17181180231,154642.1718118023
5156.767121078891,362.0116346248159,30908.57525875428,30908.57525875428,18416.452958647693,18416.452958647693
5607.30513506049,1960.436360414809,8953.82240267727,8953.82240267727,2305.6231521738428,2305.6231521738428
6157.189711365501,13973.079790983951,52274.42856970656,33677.42856970656,6379.857895159157,6379.857895159157
25146.38747825541,1279.3596062671563,5822.203742038197,5822.203742038197,15494.590706273806,15494.590706273806
1269.6576337510926,11148.935278421775,45401.11906352118,45401.11906352118,3945.874166375853,3945.874166375853
10927.217993373992,20430.90525565809,25809.09474473899,25809.09474473899,22008.562501537133,22008.562501537133
694.2816517575368,25287.03299703827,83068.10922619607,71399.10922619607,55017.65913703879,68954.65913703879
1009.3699945664011,59770.3578450157,135045.72505242942,102055.72505242942,8350.351673098248,8350.351673098248
10382.583952360226,62952.973640608376,98784.891979499,82436.891979499,2464.32512335768,2464.32512335768
729.0987046078326,1154.2699147597234,47497.258878744346,47497.258878744346,10243.420598299826,10243.420598299826
59199.36474794062,1124.501984345104,2250.8925622280262,2250.8925622280262,9607.37753578823,9607.37753578823
28509.80799299388,1716.4050119265985,17798.965014100275,17798.965014100275,48393.22201026845,48393.22201026845
3138.301268847785,2316.672646002638,14490.61265628899,14490.61265628899,7478.179124125775,7478.179124125775
2011.0372928062636,6242.456861091497,46633.96972045252,46633.96972045252,23000.550789828994,23000.550789828994
2109.428904416691,438.13099637076806,13635.880507499916,13635.880507499916,61221.01556841296,76618.01556841296
4388.306764826645,560.9627417083719,15297.87426775506,15297.87426775506,39487.79795535614,50409.79795535614
2630.607758950535,8746.6578449413,14549.75537657354,14549.75537657354,30447.194237910684,30447.194237910684
11928.86565824975,3100.439500288432,99298.80673987018,85726.80673987018,4218.986676055239,4218.986676055239
1919.2767681562516,12413.395545624617,227545.44731507637,227545.44731507637,42063.89072300724,59702.89072300724
74196.5777447333,4292.589327872723,15903.62495500225,15903.62495500225,8369.885936818577,8369.885936818577
47092.52410746247,77126.29086995045,108129.37921757843,46400.37921757843,4260.999936078586,4260.999936078586
8590.914582657757,3558.514459986181,381550.6108115245,381550.6108115245,37204.31901488419,51249.31901488419
3572.409058396131,5755.667229060719,9050.830975783343,9050.830975783343,3881.884948100365,3881.884948100365
16283.206742529092,2382.822566096422,27078.99341052707,27078.99341052707,86692.35101350816,99496.35101350816
9953.420172113858,2508.4545612122483,156582.38386824235,116130.38386824235,49247.946995340506,67540.9469953405
10241.715288442812,138437.13482400976,3648.1197103216496,3648.1197103216496,8924.343981083783,8924.343981083783
2083.70813707898,15370.244423914695,4229.139754985911,4229.139754985911,5165.046244967055,5165.046244967055
10775.95797142798,6432.830552291641,218812.23383464385,218812.23383464385,9241.642458667056,9241.642458667056
13693.65500240956,865.6118756735704,21551.338386246058,21551.338386246058,44241.93800818397,44241.93800818397
1478.5629241878542,2460.1826529989407,47609.79149907887,47609.79149907887,26791.99006247002,26791.99006247002
34790.54383066883,5064.873258648031,159620.15006690606,111858.15006690606,16424.184258332116,16424.184258332116
4011.740668881546,12213.349961132397,66362.29922665887,46528.29922665887,2835.26476224642,2835.26476224642
569.1557761070118,1505.698668332882,259927.3727223357,259927.3727223357,2611.856008068692,2611.856008068692
9353.556353427775,3762.228309279096,1942.843699765687,1942.843699765687,7038.079938835375,7038.079938835375
8209.935768443996,3205.2226473219907,40878.43175565722,40878.43175565722,2679.080181511288,2679.080181511288
4860.295321702118,5288.428858406096,12593.681974958054,12593.681974958054,22198.345464571947,22198.345464571947
26451.35322581328,7041.790419304233,12045.863348080004,12045.863348080004,18222.56220214939,18222.56220214939
14709.956132561014,5087.213465237002,94762.42219146738,78192.42219146738,14648.840994725826,14648.840994725826
4061.078549391438,5624.780415228705,14863.889788724286,14863.889788724286,132385.66315685213,181221.66315685213
2124.973270062333,7010.72622609051,6456.784987883442,6456.784987883442,49820.05632251739,49820.05632251739
2305.756621669509,6071.575554481858,156608.49185868385,108614.49185868385,49442.04385176497,49442.04385176497
9272.027809545874,25699.3212082933,12080.35735903094,12080.35735903094,64588.19336817488,121437.19336817488
4665.515833416426,7494.344751894666,35414.651441147966,35414.651441147966,313652.3273808001,313652.3273808001
1129.9575783452103,6084.333042375085,96704.11500871468,85411.11500871468,42958.44086703562,61771.44086703562
3216.535735196794,1558.9195919576762,157322.47177206632,109324.47177206632,9097.59688768378,9097.59688768378
4459.53931963168,755.2393018354705,28541.278331999947,28541.278331999947,73702.70872952946,88169.70872952946
2724.4561128441624,6311.109460706427,18475.59716414444,18475.59716414444,5856.168035340058,5856.168035340058
1422.1310782849198,24029.156278122795,1265.3178429320642,1265.3178429320642,12969.284697665456,12969.284697665456
1926.4054408014115,4122.773886130772,13295.31966117894,13295.31966117894,1904.2449486305804,1904.2449486305804
2217.9267018486216,5188.38253425401,103847.59415357436,47021.59415357436,5181.391482236774,5181.391482236774
1435.2486481183646,6384.702939309495,93128.866735327,79904.866735327,7525.2813632443795,7525.2813632443795
3198.349278184888,4632.038329897677,70631.36799816374,56043.36799816374,76351.95878142896,127190.95878142896
3375.096047703811,1430.822427362495,193287.7821740899,147396.7821740899,6242.831252048783,6242.831252048783
3685.289305997997,1850.9186718532235,94583.9010377351,77939.9010377351,3788.319407885711,3788.319407885711
8547.696763504959,7728.468694298936,49975.13796238744,49975.13796238744,21546.466184644465,21546.466184644465
8541.760343800801,2704.037614689901,1811.191383963529,1811.191383963529,6058.540616853488,6058.540616853488
10796.390948524651,2028.720666288684,10097.05744226215,10097.05744226215,3469.671038827754,3469.671038827754
1404.2699340059366,4508.075865638262,241959.38815702635,241959.38815702635,57545.56774087387,75309.56774087387
1346.5124975534231,572.8897675138435,9709.376209412503,9709.376209412503,4368.073318734309,4368.073318734309
2087.3138985083515,3943.424170013167,16033.995553317734,16033.995553317734,4605.073365161156,4605.073365161156
1918.4699627965545,3809.882926920019,8504.39720298455,8504.39720298455,41253.36449389981,52003.36449389981
1923.2743471943,5876.868593304298,90639.79184054688,74670.79184054688,12798.465585766562,12798.465585766562
654.7907222020066,21542.619347515745,53430.66860971863,40348.66860971863,10032.400233169425,10032.400233169425
2286.0197734473454,808.6335719780835,8987.425871577938,8987.425871577938,516505.7233349214,516505.7233349214
6688.7086788800725,5703.76325672101,45612.02077616585,45612.02077616585,15309.577184107418,15309.577184107418
10472.041434990037,4835.760354047152,614473.8099160088,614473.8099160088,28440.51068838953,28440.51068838953
618.7964203780415,11786.276270136052,213840.8468612903,213840.8468612903,15291.72479645952,15291.72479645952
2303.767201405632,5476.244987905026,4730.411753350819,4730.411753350819,3448.362628769731,3448.362628769731
5005.136557257652,3501.880377452504,44495.03015324759,44495.03015324759,2238.547597807285,2238.547597807285
843.8527865761957,1714.8046749030923,5202.867631564049,5202.867631564049,11520.324315387104,11520.324315387104
1667.4479061050893,54333.94470601856,65422.15914484141,46057.15914484141,20101.768660557897,20101.768660557897
1762.782529144852,4577.9929329846855,1746.0955121709103,1746.0955121709103,9077.23747284152,9077.23747284152
1442.4187942878775,39025.84093945956,19424.390951819296,19424.390951819296,2531.9071434655384,2531.9071434655384
1848.8853626516395,9352.2755350653,1524.7315909798328,1524.7315909798328,4435.342100527872,4435.342100527872
6607.026717577879,371.2504347748501,10853.999253408983,10853.999253408983,21240.217048771345,21240.217048771345
13367.470522795207,2801.449878192349,10360.147246743843,10360.147246743843,4709.995703486189,4709.995703486189
1647.742035748578,3713.059510219584,13268.603096840636,13268.603096840636,46464.7931895966,104979.7931895966
947.8520653163984,2414.250192252825,2315.031378446092,2315.031378446092,9648.398205393,9648.398205393
1599.3158670127236,1754.8814067969115,37752.83317281296,37752.83317281296,9365.728576449965,9365.728576449965
780.6926218433867,2411.7984925375545,106032.82245996386,44859.82245996386,28771.409231056383,28771.409231056383
1300.116531697909,1395.204906422765,15239.187556222969,15239.187556222969,41199.93883581079,41199.93883581079
922.1389320580878,40926.198309986896,186698.0362920358,138348.0362920358,11463.154610663358,11463.154610663358
1345.9207096268976,8710.986661199397,97012.60514125349,83586.60514125349,77261.85963840537,97130.85963840537
961.1147430392148,4412.862644421575,5065.025391373273,5065.025391373273,3650.155075858877,3650.155075858877
1106.4666493447398,3335.107699897457,15512.01286708951,15512.01286708951,16653.91987008152,16653.91987008152
2879.078254795356,6963.858232520298,53275.74792296933,39588.74792296933,7715.148825291581,7715.148825291581
392.9303670800961,1010.875120135384,569.0492877732557,569.0492877732557,59085.747184297215,76894.74718429722
1734.4113348589672,3552.4322840245063,400535.6227948219,400535.6227948219,58903.30610464106,78454.30610464106
1614.7775212903173,2809.331117594935,5008.961486746177,5008.961486746177,3636.1186516141543,3636.1186516141543
5387.50314337495,2244.754579665469,6605.741328189563,6605.741328189563,46949.587308060436,104977.58730806044
2912.5021727556164,1171.8175596752624,2762.8534075384264,2762.8534075384264,11021.350546447537,11021.350546447537
2523.823574315664,7233.402264653912,221411.5941043584,221411.5941043584,11540.299531365476,11540.299531365476
6308.581463715194,11757.890004174673,3617.57041789944,3617.57041789944,5877.025066254481,5877.025066254481
711.4893167575693,16218.809143063148,81101.31189791672,69538.31189791672,7444.468419027377,7444.468419027377
5209.812833057266,4667.526599180539,7223.11823335894,7223.11823335894,10550.078136701972,10550.078136701972
1187.0275465114262,3223.3544280858005,99573.10660176702,82417.10660176702,45189.94516797751,45189.94516797751
1909.02950728513,4998.137359670588,9373.433959312446,9373.433959312446,3377.0144897753867,3377.0144897753867
757.7802800686325,5870.349770749769,67935.26245019375,53698.26245019375,10272.624683859827,10272.624683859827
708.9712245195713,12563.252376255095,8092.633126691991,8092.633126691991,39267.53084727794,52810.53084727794
31743.59349870428,5726.924029828935,127539.46506104896,62592.46506104896,2913.8891984589054,2913.8891984589054
4037.083847046158,1717.1413764991075,5890.335778970198,5890.335778970198,6073.335276165611,6073.335276165611
2211.353903746015,1354.3049518838236,70113.3207519105,58729.320751910505,6749.013103280574,6749.013103280574
2429.094883542799,11142.842878775342,229126.38579726196,229126.38579726196,1284.2991788738752,1284.2991788738752
1325.5017634323638,8516.17639938499,43965.91946126614,43965.91946126614,20230.313218058087,20230.313218058087
2824.440412886183,6896.001484299991,8871.119794790577,8871.119794790577,39086.243838859504,39086.243838859504
1715.8020500171149,3946.357181854001,35389.0719134228,35389.0719134228,48818.96314869594,104349.96314869594
1422.3972451380496,14303.258531129508,1238.2895175608548,1238.2895175608548,39621.99599610776,52412.99599610776
4615.281794050371,1275.1097298344553,9324.176058854437,9324.176058854437,6338.906568417133,6338.906568417133
1208.2342451033646,8317.414683065792,13572.344892791,13572.344892791,73262.0630552325,86245.0630552325
8768.226506155988,2935.6949493414845,53466.84953594808,42575.84953594808,50646.64878936892,109093.64878936892
2027.407721375306,5079.564678404899,55249.10038157526,44572.10038157526,81698.34268212505,92668.34268212505
631.3246951523001,4585.061147980576,23759.556749464413,23759.556749464413,16393.02683961483,16393.02683961483
1097.724137181397,4287.699548669097,23531.636436899244,23531.636436899244,4639.92233827391,4639.92233827391
743.319787458689,692.1886010473004,1135.3751624687286,1135.3751624687286,5674.391596840077,5674.391596840077
729.4340188555979,1284.336099382416,2445.7697761451195,2445.7697761451195,33942.15111723413,33942.15111723413
585.5646885203076,2267.064273009187,45543.27780654454,45543.27780654454,14052.992256102834,14052.992256102834
2076.956390594229,2869.7191348510687,231773.7488771804,231773.7488771804,23939.845366231613,23939.845366231613
4802.132870200252,1939.5902228045293,247007.00570828453,247007.00570828453,40262.49789203172,40262.49789203172
648.5377695506356,19735.90639411682,1775.0016334751251,1775.0016334751251,9383.161608859702,9383.161608859702
3894.51542574256,7601.274104853934,260120.42027390745,260120.42027390745,399598.3567693065,399598.3567693065
178.8323520305254,2457.243487593776,1403.9496391591797,1403.9496391591797,5433.789369884531,5433.789369884531
1585.491423995918,1283.2247261778612,7239.7553901111905,7239.7553901111905,10160.23860145155,10160.23860145155
51.33103181344553,8883.165912844557,3950.408919460636,3950.408919460636,20657.744406672868,20657.744406672868
7182.505015873822,1444.435703994766,1387.476926046886,1387.476926046886,6156.638469534252,6156.638469534252
8882.115890630474,4775.457359514958,22929.32126496993,22929.32126496993,9910.268091908549,9910.268091908549
1539.7892984314703,1353.7102090149913,10896.2461528048,10896.2461528048,2327.4658828097067,2327.4658828097067
2127.247510835963,3856.055343132896,24117.864873408034,24117.864873408034,2179.7019056045165,2179.7019056045165
186.25767576322136,5834.7706708660935,12024.53150429166,12024.53150429166,5457.099892061262,5457.099892061262
678.117463451875,833.5487782474106,9275.71142079109,9275.71142079109,23330.58846805717,23330.58846805717
3686.84148289594,685.7742016261916,334488.5056969279,334488.5056969279,3451.9106384889437,3451.9106384889437
11842.301165898609,915.6102527463978,1072.2097234094683,1072.2097234094683,6960.579753923124,6960.579753923124
439.39039023225473,2396.394803339797,7078.138479597402,7078.138479597402,9389.250119640486,9389.250119640486
954.2489734001268,2564.804270013029,7717.2611086638435,7717.2611086638435,67113.67827565286,127100.67827565286
1389.166247298709,2035.7288681686855,24553.28287149344,24553.28287149344,6248.720114419346,6248.720114419346
608.1760403095279,1567.757708695059,168155.69429681764,131088.69429681764,41132.78604549823,41132.78604549823
562.9091112026975,903.0628871909844,31692.634678673257,31692.634678673257,8889.076867777547,8889.076867777547
19783.820662124068,2986.768932679936,8078.711037586911,8078.711037586911,19179.215091846567,19179.215091846567
4274.528122026703,3015.2092826986363,10911.086251292703,10911.086251292703,75217.24938723042,122596.24938723042
598.7825618771508,3506.2654300453955,11167.98946505814,11167.98946505814,4013.4690173645754,4013.4690173645754
1909.3342891215864,2524.056801673024,4496.962623237164,4496.962623237164,11369.92872917016,11369.92872917016
1195.7560610246296,977.402364287606,138516.72109821023,108109.72109821023,8555.079575235675,8555.079575235675
11855.50245171329,1498.8797260557008,52759.72695066129,35908.72695066129,18912.44674169786,18912.44674169786
1048.0196674828394,587.2126841242948,9513.991918937036,9513.991918937036,24511.10298358137,24511.10298358137
866.149761607075,404.63360564260535,242801.3697825721,242801.3697825721,68656.65521697493,81119.65521697493
1620.0905728705563,573.1784191981623,4205.611681983493,4205.611681983493,1961.913121861034,1961.913121861034
605.0183589404833,626.6843744756094,4886.508855609393,4886.508855609393,2549.7635556337627,2549.7635556337627
333.455680773523,1942.0342213229987,11114.967355866242,11114.967355866242,9053.27686224091,9053.27686224091
1095.5753530831344,4571.607778563845,364026.0371210147,364026.0371210147,15300.863812048188,15300.863812048188
2238.53275453537,1545.0967038231483,45021.383518233255,45021.383518233255,11240.615070992037,11240.615070992037
3428.390124968821,2555.807503777098,2484.4297976757894,2484.4297976757894,45371.21760903778,45371.21760903778
3618.966318151716,1196.8784529794746,6999.290288048244,6999.290288048244,7495.805837013916,7495.805837013916
184.34532145780037,1280.3865193631,4975.169171617768,4975.169171617768,21428.153829511364,21428.153829511364
3035.874607566323,193309.31160060788,8412.431513927246,8412.431513927246,4117.684366618992,4117.684366618992
483.3266188017941,2571.599382679762,121844.5405137503,67442.5405137503,5162.925676572055,5162.925676572055
190.7054640769481,3650.388169314724,17957.840312222183,17957.840312222183,10972.781646272242,10972.781646272242
1116.0325811857228,1986.7407652314737,11455.202151360863,11455.202151360863,2671.186380707565,2671.186380707565
593.0570163826974,2580.979476202608,10597.39305949228,10597.39305949228,2805.1733916463654,2805.1733916463654
603.4298109226843,1831.392187145728,142451.71598972954,80819.71598972954,242440.32729396992,242440.32729396992
405.64174949747655,402.7655558890176,11597.238876227091,11597.238876227091,37168.69982968721,37168.69982968721
3191.269215202913,235.20744831314573,9409.015275186111,9409.015275186111,8739.288655630506,8739.288655630506
225.47241097768097,4326.100268618159,27119.833241428238,27119.833241428238,1990.0815759909449,1990.0815759909449
322.6636598928894,2165.166848686221,2023.160802093797,2023.160802093797,16622.56242462922,16622.56242462922
281.8187202301275,2905.7706820014987,28971.651428827256,28971.651428827256,7323.15184289256,7323.15184289256
1186.7669344901,3162.066707962853,4727.284783647021,4727.284783647021,7438.892597560109,7438.892597560109
634.2185783709334,10209.928761773232,20542.57636522656,20542.57636522656,12870.661133948368,12870.661133948368
1605.8073788171423,3885.943040448232,36426.56923350581,36426.56923350581,23552.67462409829,23552.67462409829
235.12933834436228,2580.673436200716,58014.71237211491,42918.71237211491,311751.34265026497,311751.34265026497
824.9249928195977,1729.2760188884654,165590.3865552691,119074.3865552691,5451.815601670882,5451.815601670882
1064.4178516165246,2136.1235762067454,56824.0022239534,44661.0022239534,4361.98355899205,4361.98355899205
2608.8989137421386,653.2934873748384,18421.42056896548,18421.42056896548,21546.41621351997,21546.41621351997
1750.21739327674,1870.5440074686624,6998.320037832578,6998.320037832578,19705.64565622637,19705.64565622637
3818.57812248394,2254.073935310762,44524.00228253213,44524.00228253213,47891.53404585783,47891.53404585783
1821.927777640248,801.7209586833754,6386.293506438098,6386.293506438098,26742.099305252574,26742.099305252574
2376.131003341068,5090.788064796068,4217.980518550684,4217.980518550684,26744.847981196486,26744.847981196486
1061.9352798759178,3544.416728643549,136401.0319788174,100016.0319788174,2982.111783135957,2982.111783135957
715.7633250201716,2578.4225108876976,6363.675826513114,6363.675826513114,2424.425022592172,2424.425022592172
76.49869785630843,6899.2243768847975,3520.4065785445123,3520.4065785445123,3525.1395761839926,3525.1395761839926
536.5284362165131,2298.7119737662933,10886.430754725025,10886.430754725025,5080.963811736812,5080.963811736812
98.22518592798352,396.331031419193,2683.267772695565,2683.267772695565,139381.73544059775,179685.73544059775
224.02631325190632,649.3369607924674,41145.54717309973,41145.54717309973,55864.08418444809,69793.08418444809
1660.4263172083868,3226.447188924623,5310.7806649653285,5310.7806649653285,2883.574843418435,2883.574843418435
2281.3997846169937,6575.108715762799,2410.916747314456,2410.916747314456,1940.091260983363,1940.091260983363
814.0765687509321,3495.9519390297214,20102.07985139081,20102.07985139081,4797.829153377069,4797.829153377069
291.52066376250247,4000.5346504317354,16790.610045378762,16790.610045378762,55205.75511277116,67022.75511277116
169.14223909913375,543.4320792214155,4679.756979190482,4679.756979190482,3238.2873363602985,3238.2873363602985
323.92099413841754,1200.350080995549,133796.47622507258,102049.47622507258,11753.84212521126,11753.84212521126
178.41776134888843,10406.43762973575,56259.47480675744,40788.47480675744,1144.665077528562,1144.665077528562
1247.6587612005974,1877.8024529803745,11400.19247586262,11400.19247586262,4788.864735806388,4788.864735806388
7715.702668775362,2454.3333899235254,20135.791900810367,20135.791900810367,12740.624774040936,12740.624774040936
577.5516708178116,1901.0655759420413,865.5823574660061,865.5823574660061,1556.391550326327,1556.391550326327
1599.0304499142192,3955.384126958437,35331.280295371354,35331.280295371354,4898.037479204708,4898.037479204708
2070.6849546669205,10207.843587574958,7427.344092331257,7427.344092331257,3768.8151818659735,3768.8151818659735
2788.3542822136515,1694.62261256209,10805.09776970663,10805.09776970663,7307.273935118723,7307.273935118723
368.00254733703554,6489.59080710404,135718.05924438138,81459.05924438138,12161.700439960634,12161.700439960634
186.1890734652494,1783.4917784326442,8069.780603741692,8069.780603741692,45442.854274854464,58843.854274854464
396.2465163832077,3617.901757967986,1182.0579698342797,1182.0579698342797,8545.69597794312,8545.69597794312
144.15664114508638,2874.429208647517,132038.32392699475,83801.32392699475,10013.528787191995,10013.528787191995
975.7371424322378,2080.0454006146024,1105.5316291711122,1105.5316291711122,31158.733799815403,31158.733799815403
247.91677436537228,11080.072922663936,117622.6060228156,67823.6060228156,4970.960973581638,4970.960973581638
639.4950288731924,5825.79409089906,51894.51828912277,37950.51828912277,38616.39268590395,38616.39268590395
324.4133224016528,1383.4921868105985,3859.921914788338,3859.921914788338,34071.75384165806,50631.75384165806
249.5393280184024,2069.203422486624,9495.639443499604,9495.639443499604,14230.01215946373,14230.01215946373
335.3897783159943,616.7117062654362,15037.432153143582,15037.432153143582,12267.478916650283,12267.478916650283
213.7800816011734,714.9371241000762,23714.602819216747,23714.602819216747,50759.482174830046,63107.482174830046
1061.9745468999408,1898.006182911208,6011.537357076055,6011.537357076055,6402.469255068195,6402.469255068195
2503.541282423833,1557.5461691078203,11353.212977157991,11353.212977157991,14980.374373098575,14980.374373098575
275.73382860383765,2645.826193488788,7621.716645070231,7621.716645070231,3311.6960186075617,3311.6960186075617
380.2430275096901,335.18711629958256,27279.320616573918,27279.320616573918,15989.567870956933,15989.567870956933
353.17583990887624,13295.062722213705,9571.329947576429,9571.329947576429,2450.8122648490234,2450.8122648490234
254.4603745575973,650.3750291928098,11235.85595961093,11235.85595961093,10857.016121212417,10857.016121212417
708.3016747341377,1245.424765425114,24533.906958230105,24533.906958230105,37466.14007423585,54830.14007423585
1105.6508145561393,438.77566678036703,1410.0154291784236,1410.0154291784236,6442.398951405374,6442.398951405374
563.1771649532919,4624.992980091552,122811.89182921656,76412.89182921656,3069.906407902588,3069.906407902588
479.32743940796985,1911.379770132116,29872.90776461531,29872.90776461531,100793.65108013584,131349.65108013584
4999.863438028923,1294.6531216405629,10243.418514370776,10243.418514370776,18668.795176995147,18668.795176995147
639.7588083668638,1261.4810802843588,2008.8918157540445,2008.8918157540445,31793.128836425647,31793.128836425647
7049.96994979865,7364.583211557822,29675.66988781176,29675.66988781176,66232.77043327258,77197.77043327258
1350.673702861267,1370.35602011998,4035.168114415873,4035.168114415873,2274.5206928846537,2274.5206928846537
477.747812373457,2072.873496989278,26009.46531785437,26009.46531785437,16316.752172245016,16316.752172245016
319.35340078666513,1951.607629473848,103182.74538996394,56075.74538996394,649585.4321717699,649585.4321717699
211.92331650003092,1985.6250347942607,4379.87620588075,4379.87620588075,14169.261906482176,14169.261906482176
660.7488727739526,1679.82052280127,22912.318575849167,22912.318575849167,5049.483230223304,5049.483230223304
419.1797400349208,2019.1306441704876,2917.711686255451,2917.711686255451,37605.42970777349,53422.42970777349
2299.303397298673,4437.788844293273,2408.257696043,2408.257696043,2814.229822193049,2814.229822193049
292.0698261318665,1648.5593075621885,27644.24215098982,27644.24215098982,1567.698361133578,1567.698361133578
2683.7530824310998,1207.211519678026,3166.894187541669,3166.894187541669,11125.272736124489,11125.272736124489
436.6516381203933,4191.085227714134,124704.8955749508,59902.8955749508,13759.914912745604,13759.914912745604
2237.931038740627,285.1711607928767,27333.73187857856,27333.73187857856,3427.550299527217,3427.550299527217
266.1412066679723,2989.831959851294,2876.786081538995,2876.786081538995,5524.084786675965,5524.084786675965
155.88484235135346,2040.4942847881025,6478.706445446322,6478.706445446322,6354.155021243159,6354.155021243159
434.0050983359102,482.6739890007474,7169.905891063325,7169.905891063325,3230.172016132617,3230.172016132617
115.38298418434412,1416.5982137649708,9839.084339815916,9839.084339815916,11097.79593259119,11097.79593259119
849.7300939802216,1320.1498352054414,6363.535966033012,6363.535966033012,6439.137705821962,6439.137705821962
1260.05422744763,915.8747460489196,6749.82282405346,6749.82282405346,4595.216742795988,4595.216742795988
832.1136361236444,3443.2549469498026,9838.933204299612,9838.933204299612,8411.308647390337,8411.308647390337
161.83903475414462,716.0719840537937,3533.721463010197,3533.721463010197,16835.00688577316,16835.00688577316
2228.095637766696,559.6005137352057,233015.07123753973,233015.07123753973,41330.588736634185,60346.588736634185
137.84152341927137,3593.990533199208,8008.956566880034,8008.956566880034,4767.240187457189,4767.240187457189
397.7355329625982,525.3426808836183,912.9888122434752,912.9888122434752,17192.65344030315,17192.65344030315
1541.2190779497569,1928.8931532000345,11780.539490659872,11780.539490659872,7288.753657935968,7288.753657935968
249.45002166861897,899.4788502106721,11986.162263103271,11986.162263103271,13456.163920776817,13456.163920776817
369.8232736149526,3374.191548316137,1126.6013121491226,1126.6013121491226,15655.20002169806,15655.20002169806
1039.4289667002968,265.8358254612054,955.4069513487104,955.4069513487104,9911.163339630522,9911.163339630522
377.1300537386575,4119.88564527667,164407.33518822712,126884.33518822712,5408.026520254054,5408.026520254054
723.8374585717428,2850.4486404017634,18289.595871660887,18289.595871660887,8441.805727680343,8441.805727680343
362.9739097913559,3449.031432777498,156058.11275542903,115248.11275542903,29014.235614426638,29014.235614426638
890.8892695805426,6452.783604536209,10252.19548681988,10252.19548681988,7287.043706975181,7287.043706975181
165.3236444624993,9190.084239722077,34361.63328931495,34361.63328931495,4940.869142805795,4940.869142805795
205.83299787488264,134.05033995405856,6229.736749816522,6229.736749816522,7507.078532307931,7507.078532307931
1227.4661972572517,2431.773864320046,6983.057209449048,6983.057209449048,16908.652219496875,16908.652219496875
708.9508627845163,2286.273619378112,160821.4803954493,114649.4803954493,294631.7506034619,294631.7506034619
1402.9572800788342,1070.1438771810992,119939.9445769862,61117.94457698621,12472.033794052735,12472.033794052735
222.1490399128745,839.8440129984784,4775.053129033126,4775.053129033126,42220.76598507888,42220.76598507888
313.8294549036691,14439.62131675454,104102.4936654155,57051.4936654155,6804.721663496237,6804.721663496237
222.30432917459015,4729.871916720403,9286.719613755617,9286.719613755617,35330.06329779363,35330.06329779363
234.3105200559796,17173.765648178294,1058.2128620728308,1058.2128620728308,21277.65183742815,21277.65183742815
3788.624209449498,372.5697702544076,4679.242553256638,4679.242553256638,6329.384306527587,6329.384306527587
177.1355897683649,1004.508316744774,51663.91352009465,39512.91352009465,11772.665463118325,11772.665463118325
136.14824841063296,1155.8266707181867,57495.514492391696,42591.514492391696,23314.965841762187,23314.965841762187
2157.293966967345,4513.6992140102,5064.162690618312,5064.162690618312,7608.137883157991,7608.137883157991
441.08244865552257,1290.009592955403,14683.013044397543,14683.013044397543,1301.0616214077047,1301.0616214077047
140.9536177658619,421.5474552569833,13922.96531834712,13922.96531834712,17063.941888092522,17063.941888092522
298.5834544445,3044.2607276562167,14165.78432568249,14165.78432568249,16756.09997065615,16756.09997065615
1863.8532198868895,858.7494013928093,14115.580610240671,14115.580610240671,3207.313336757088,3207.313336757088
921.5819315970468,865.0623315861798,58289.91126677346,42648.91126677346,55452.78708611634,74145.78708611634
570.7507035435438,2412.800858235002,10151.434885083918,10151.434885083918,9716.086826354513,9716.086826354513
457.3041008537478,2594.442172844074,2849.17017667956,2849.17017667956,31918.57488178487,31918.57488178487
3704.9721782529737,5367.8690319660645,5873.499345249699,5873.499345249699,24106.93899704203,24106.93899704203
74.07670317709926,3156.859930733013,138435.49599461138,100277.49599461138,1647.6487044475148,1647.6487044475148
