SVR,xgboost,RNN,CNN-LSTM,NBEATS,KG-GCN-LSTM
587.1632600471679,1194.530533971126,9405.155171909668,9405.155171909668,8103.17509487249,8103.17509487249
583.7589982853688,1560.07509802143,11115.30558875836,11115.30558875836,2814.6855283781297,2814.6855283781297
558.2173616124498,4322.530446836515,3750.7505670513833,3750.7505670513833,1731.915874935362,1731.915874935362
2373.5222208640703,1130.5293767261358,4261.722094067622,4261.722094067622,42624.10896518707,54013.10896518707
243.8072668893767,851.905218382714,24978.21059551759,24978.21059551759,125698.99583847629,168511.9958384763
217.3580202740704,1756.810989238511,1038.6768174511574,1038.6768174511574,37345.77746280179,37345.77746280179
836.4441751162403,937.6611971240812,87513.43165090829,76597.43165090829,22714.96267924769,22714.96267924769
391.5048953211181,3948.294887888221,6167.211663193273,6167.211663193273,6467.846694122356,6467.846694122356
182.0680197262079,778.6494839105907,2411.328971185626,2411.328971185626,1962.4714177644928,1962.4714177644928
177.76946656711303,733.6802064073643,7715.384277328844,7715.384277328844,13644.298343841336,13644.298343841336
582.6950290490497,3593.2658245367106,16804.760743528688,16804.760743528688,29260.401548498223,29260.401548498223
227.2776388474216,583.8254716797185,2318.3902855528386,2318.3902855528386,23210.26100607465,23210.26100607465
