KD_OBAT,TGL,qty
AI-0965,2015-12-14,60
AI-0965,2015-12-21,65
AI-0970,2015-01-12,18
AI-0970,2015-01-19,6
AI-0970,2015-01-26,15
AI-0970,2015-02-02,55
AI-0970,2015-02-09,74
AI-0970,2015-02-16,98
AI-0970,2015-02-23,19
AI-0970,2015-03-02,30
AI-0970,2015-03-09,33
AI-0970,2015-03-16,134
AI-0970,2015-03-23,51
AI-0970,2015-04-06,35
AI-0970,2015-04-13,39
AI-0970,2015-04-20,53
AI-0970,2015-04-27,10
AI-0970,2015-05-04,35
AI-0970,2015-05-11,10
AI-0970,2015-05-18,75
AI-0970,2015-05-25,20
AI-0970,2015-06-01,50
AI-0970,2015-06-08,51
AI-0970,2015-06-15,40
AI-0970,2015-06-22,21
AI-0970,2015-07-06,87
AI-0970,2015-07-13,90
AI-0970,2015-07-20,65
AI-0970,2015-08-03,127.5
AI-0970,2015-08-10,30.5
AI-0970,2015-08-17,95
AI-0970,2015-08-24,165
AI-0970,2015-08-31,190
AI-0970,2015-09-07,53
AI-0970,2015-09-14,115
AI-0970,2015-09-21,115
AI-0970,2015-09-28,75
AI-0970,2015-10-05,122
AI-0970,2015-10-12,94
AI-0970,2015-10-19,45
AI-0970,2015-10-26,42
AI-0970,2015-11-02,27
AI-0970,2015-11-09,48
AI-0970,2015-11-16,134
AI-0970,2015-11-23,149
AI-0970,2015-11-30,90
AI-0970,2015-12-07,164
AI-0970,2015-12-14,130
AI-0970,2015-12-21,17
AI-0970,2015-12-28,45
AI-0973,2014-12-29,1
AI-0973,2015-01-05,1
AI-0973,2015-01-12,1
AI-0973,2015-01-19,30
AI-0973,2015-01-26,2
AI-0973,2015-02-02,347
AI-0973,2015-02-09,720
AI-0973,2015-02-16,813
AI-0973,2015-02-23,345
AI-0973,2015-03-02,330
AI-0973,2015-03-09,386
AI-0973,2015-03-16,267
AI-0973,2015-03-23,346
AI-0973,2015-03-30,480
AI-0973,2015-04-06,455
AI-0973,2015-04-13,315
AI-0973,2015-04-20,330
AI-0973,2015-04-27,596
AI-0973,2015-05-04,663
AI-0973,2015-05-11,340
AI-0973,2015-05-18,313
AI-0973,2015-05-25,276
AI-0973,2015-06-01,675
AI-0973,2015-06-08,540
AI-0973,2015-06-15,225
AI-0973,2015-06-22,345
AI-0973,2015-06-29,285
AI-0973,2015-07-06,467
AI-0973,2015-07-13,334
AI-0973,2015-07-20,505
AI-0973,2015-07-27,1
AI-0973,2015-08-03,498
AI-0973,2015-08-10,455
AI-0973,2015-08-17,426
AI-0973,2015-08-24,410
AI-0973,2015-08-31,300
AI-0973,2015-09-07,391
AI-0973,2015-09-14,390
AI-0973,2015-09-21,363
AI-0973,2015-09-28,5562
AI-0973,2015-10-05,348
AI-0973,2015-10-12,540
AI-0973,2015-10-19,390
AI-0973,2015-10-26,3810
AI-0973,2015-11-02,516
AI-0973,2015-11-09,249
AI-0973,2015-11-16,504
AI-0973,2015-11-23,450
AI-0973,2015-11-30,4420
AI-0973,2015-12-07,222
AI-0973,2015-12-14,462
AI-0973,2015-12-21,3339
AI-0973,2015-12-28,20
AI-0978,2014-12-29,9
AI-0978,2015-01-05,21
AI-0978,2015-01-12,15
AI-0978,2015-01-19,38
AI-0978,2015-01-26,24
AI-0978,2015-02-02,29
AI-0978,2015-02-09,14
AI-0978,2015-02-23,14
AI-0978,2015-03-02,18
AI-0978,2015-03-09,40
AI-0978,2015-03-23,22
AI-0978,2015-03-30,22
AI-0978,2015-04-06,13
AI-0978,2015-04-13,29
AI-0978,2015-04-20,37
AI-0978,2015-04-27,17
AI-0978,2015-05-04,47
AI-0978,2015-05-11,13
AI-0978,2015-05-18,52
AI-0978,2015-05-25,52
AI-0978,2015-06-01,55
AI-0978,2015-06-08,36
AI-0978,2015-06-15,37
AI-0978,2015-06-22,64
AI-0978,2015-06-29,58
AI-0978,2015-07-06,18
AI-0978,2015-07-13,28
AI-0978,2015-07-20,25
AI-0978,2015-07-27,22
AI-0978,2015-08-03,36
AI-0978,2015-08-10,70
AI-0978,2015-08-17,49
AI-0978,2015-08-24,75
AI-0978,2015-08-31,36
AI-0978,2015-09-07,39
AI-0978,2015-09-14,39
AI-0978,2015-09-21,38
AI-0978,2015-09-28,102
AI-0978,2015-10-05,56
AI-0978,2015-10-12,66
AI-0978,2015-10-19,44
AI-0978,2015-10-26,33
AI-0978,2015-11-02,72
AI-0978,2015-11-09,51
AI-0978,2015-11-16,75
AI-0978,2015-11-23,54
AI-0978,2015-11-30,73
AI-0978,2015-12-07,90
AI-0978,2015-12-14,83
AI-0978,2015-12-21,42
AI-0978,2015-12-28,65
AI-0981,2014-12-29,1
AI-0981,2015-01-19,1
AI-0981,2015-01-26,2
AI-0981,2015-02-02,4
AI-0981,2015-02-09,11
AI-0981,2015-02-16,5
AI-0981,2015-03-02,6
AI-0981,2015-03-09,5
AI-0981,2015-03-16,1
AI-0981,2015-03-23,4
AI-0981,2015-03-30,3
AI-0981,2015-04-06,5
AI-0981,2015-04-13,4
AI-0981,2015-04-20,3
AI-0981,2015-05-04,7
AI-0981,2015-05-11,3
AI-0981,2015-05-18,12
AI-0981,2015-06-01,27
AI-0981,2015-06-22,1
AI-0981,2015-07-06,8
AI-0981,2015-07-20,1
AI-0981,2015-08-03,2
AI-0981,2015-08-10,4
AI-0981,2015-08-24,2
AI-0981,2015-08-31,8
AI-0981,2015-09-07,4
AI-0981,2015-09-21,2
AI-0981,2015-09-28,2
AI-0981,2015-10-05,2
AI-0981,2015-10-12,7
AI-0981,2015-10-19,2
AI-0981,2015-10-26,8
AI-0981,2015-11-02,8
AI-0981,2015-11-09,9
AI-0981,2015-11-16,2
AI-0981,2015-11-23,2
AI-0981,2015-11-30,18
AI-0981,2015-12-07,9
AI-0981,2015-12-14,3
AI-0981,2015-12-21,14
AI-0981,2015-12-28,2
AI-0982,2014-12-29,2
AI-0982,2015-01-05,5
AI-0982,2015-01-12,11
AI-0982,2015-01-19,14
AI-0982,2015-01-26,17
AI-0982,2015-02-02,34
AI-0982,2015-02-09,29
AI-0982,2015-02-16,48
AI-0982,2015-02-23,21
AI-0982,2015-03-02,39
AI-0982,2015-03-09,34
AI-0982,2015-03-16,62
AI-0982,2015-03-23,19
AI-0982,2015-03-30,9
AI-0982,2015-04-06,20
AI-0982,2015-04-13,24
AI-0982,2015-04-20,68
AI-0982,2015-04-27,14
AI-0982,2015-05-04,26
AI-0982,2015-05-11,9
AI-0982,2015-05-18,33
AI-0982,2015-05-25,10
AI-0982,2015-06-01,33
AI-0982,2015-06-08,41
AI-0982,2015-06-15,13
AI-0982,2015-06-22,40
AI-0982,2015-06-29,41
AI-0982,2015-07-06,28
AI-0982,2015-07-13,40
AI-0982,2015-07-20,33
AI-0982,2015-07-27,1
AI-0982,2015-08-03,42
AI-0982,2015-08-10,39
AI-0982,2015-08-17,51
AI-0982,2015-08-24,18
AI-0982,2015-08-31,41
AI-0982,2015-09-07,52
AI-0982,2015-09-14,24
AI-0982,2015-09-21,36
AI-0982,2015-09-28,112
AI-0982,2015-10-05,29
AI-0982,2015-10-12,39
AI-0982,2015-10-19,31
AI-0982,2015-10-26,98
AI-0982,2015-11-02,23
AI-0982,2015-11-09,54
AI-0982,2015-11-16,26
AI-0982,2015-11-23,38
AI-0982,2015-11-30,97
AI-0982,2015-12-07,43
AI-0982,2015-12-14,36
AI-0982,2015-12-21,94
AI-0982,2015-12-28,35
AI-0999,2015-02-02,45
AI-0999,2015-02-16,120
AI-0999,2015-02-23,60
AI-0999,2015-03-02,52
AI-0999,2015-03-09,90
AI-0999,2015-03-16,210
AI-0999,2015-03-23,75
AI-0999,2015-03-30,30
AI-0999,2015-04-06,15
AI-0999,2015-04-13,96
AI-0999,2015-04-20,75
AI-0999,2015-04-27,45
AI-0999,2015-05-04,150
AI-0999,2015-05-11,75
AI-0999,2015-05-18,120
AI-0999,2015-05-25,45
AI-0999,2015-06-01,60
AI-0999,2015-06-08,45
AI-0999,2015-06-15,150
AI-0999,2015-06-22,105
AI-0999,2015-06-29,103
AI-0999,2015-07-06,15
AI-0999,2015-07-13,105
AI-0999,2015-07-20,135
AI-0999,2015-08-03,75
AI-0999,2015-08-10,105
AI-0999,2015-08-17,120
AI-0999,2015-08-24,45
AI-0999,2015-08-31,30
AI-0999,2015-09-07,103
AI-0999,2015-09-14,90
AI-0999,2015-09-21,60
AI-0999,2015-09-28,525
AI-0999,2015-10-05,15
AI-0999,2015-10-12,78
AI-0999,2015-10-19,135
AI-0999,2015-10-26,525
AI-0999,2015-11-02,90
AI-0999,2015-11-09,150
AI-0999,2015-11-16,90
AI-0999,2015-11-23,40
AI-0999,2015-11-30,780
AI-0999,2015-12-07,120
AI-0999,2015-12-14,90
AI-0999,2015-12-21,779
AI-0999,2015-12-28,2
AI-1009,2014-12-29,18
AI-1009,2015-01-05,97
AI-1009,2015-01-12,98
AI-1009,2015-01-19,119
AI-1009,2015-01-26,76
AI-1009,2015-02-02,176
AI-1009,2015-02-09,160
AI-1009,2015-02-16,70
AI-1009,2015-02-23,123
AI-1009,2015-03-02,179
AI-1009,2015-03-09,276
AI-1009,2015-03-16,318
AI-1009,2015-03-23,190
AI-1009,2015-03-30,174
AI-1009,2015-04-06,305
AI-1009,2015-04-13,217
AI-1009,2015-04-20,382
AI-1009,2015-04-27,151
AI-1009,2015-05-04,69
AI-1009,2015-05-11,76
AI-1009,2015-05-18,49
AI-1009,2015-05-25,70
AI-1009,2015-06-01,252
AI-1009,2015-06-08,133
AI-1009,2015-06-15,232
AI-1009,2015-06-22,203
AI-1009,2015-06-29,173
AI-1009,2015-07-06,154
AI-1009,2015-07-13,116
AI-1009,2015-07-20,69
AI-1009,2015-07-27,2
AI-1009,2015-08-03,186
AI-1009,2015-08-10,117
AI-1009,2015-08-17,88
AI-1009,2015-08-24,134
AI-1009,2015-08-31,77
AI-1009,2015-09-07,558
AI-1009,2015-09-14,107
AI-1009,2015-09-21,92
AI-1009,2015-09-28,269
AI-1009,2015-10-05,207
AI-1009,2015-10-12,156
AI-1009,2015-10-19,172
AI-1009,2015-10-26,339
AI-1009,2015-11-02,191
AI-1009,2015-11-09,166
AI-1009,2015-11-16,210
AI-1009,2015-11-23,202
AI-1009,2015-11-30,334
AI-1009,2015-12-07,151
AI-1009,2015-12-14,128
AI-1009,2015-12-21,204
AI-1009,2015-12-28,97
AI-1017,2014-12-29,12
AI-1017,2015-01-05,79
AI-1017,2015-01-12,52
AI-1017,2015-01-19,101
AI-1017,2015-01-26,107
AI-1017,2015-02-02,251
AI-1017,2015-02-09,178
AI-1017,2015-02-16,236
AI-1017,2015-02-23,174
AI-1017,2015-03-02,291
AI-1017,2015-03-09,196
AI-1017,2015-03-16,234
AI-1017,2015-03-23,281
AI-1017,2015-03-30,263
AI-1017,2015-04-06,239
AI-1017,2015-04-13,233
AI-1017,2015-04-20,345
AI-1017,2015-04-27,197
AI-1017,2015-05-04,105
AI-1017,2015-05-11,118
AI-1017,2015-05-25,3
AI-1017,2015-06-01,2
AI-1017,2015-06-08,139
AI-1017,2015-06-15,248
AI-1017,2015-06-22,397
AI-1017,2015-06-29,254
AI-1017,2015-07-06,245
AI-1017,2015-07-13,272
AI-1017,2015-07-20,89
AI-1017,2015-07-27,12
AI-1017,2015-08-10,100
AI-1017,2015-08-17,342
AI-1017,2015-08-24,279
AI-1017,2015-08-31,244
AI-1017,2015-09-07,224
AI-1017,2015-09-14,368
AI-1017,2015-09-21,308
AI-1017,2015-09-28,319
AI-1017,2015-10-05,368
AI-1017,2015-10-12,419
AI-1017,2015-10-19,356
AI-1017,2015-10-26,201
AI-1017,2015-11-02,42
AI-1017,2015-11-09,95
AI-1017,2015-11-16,310
AI-1017,2015-11-23,322
AI-1017,2015-11-30,382.5
AI-1017,2015-12-07,365
AI-1017,2015-12-14,253
AI-1017,2015-12-21,282
AI-1017,2015-12-28,71
AI-1018,2014-12-29,17
AI-1018,2015-01-05,24
AI-1018,2015-01-12,40
AI-1018,2015-01-19,31
AI-1018,2015-01-26,44
AI-1018,2015-02-02,43
AI-1018,2015-02-09,29
AI-1018,2015-02-16,55
AI-1018,2015-02-23,25
AI-1018,2015-03-02,70
AI-1018,2015-03-09,69
AI-1018,2015-03-16,83
AI-1018,2015-03-23,36
AI-1018,2015-03-30,64
AI-1018,2015-04-06,77
AI-1018,2015-04-13,65
AI-1018,2015-04-20,81
AI-1018,2015-04-27,66
AI-1018,2015-05-04,52
AI-1018,2015-05-11,42
AI-1018,2015-05-18,52
AI-1018,2015-05-25,76
AI-1018,2015-06-01,94
AI-1018,2015-06-08,98
AI-1018,2015-06-15,108
AI-1018,2015-06-22,52
AI-1018,2015-06-29,78
AI-1018,2015-07-06,93
AI-1018,2015-07-13,118
AI-1018,2015-07-20,63
AI-1018,2015-07-27,111
AI-1018,2015-08-03,104
AI-1018,2015-08-10,70
AI-1018,2015-08-17,68
AI-1018,2015-08-24,49
AI-1018,2015-08-31,146
AI-1018,2015-09-07,134
AI-1018,2015-09-14,113
AI-1018,2015-09-21,103
AI-1018,2015-09-28,100
AI-1018,2015-10-05,83
AI-1018,2015-10-12,76
AI-1018,2015-10-19,72
AI-1018,2015-10-26,74
AI-1018,2015-11-02,100
AI-1018,2015-11-09,78
AI-1018,2015-11-16,115
AI-1018,2015-11-23,122
AI-1018,2015-11-30,86
AI-1018,2015-12-07,93
AI-1018,2015-12-14,88
AI-1018,2015-12-21,52
AI-1018,2015-12-28,61
AI-1019,2014-12-29,22
AI-1019,2015-01-05,5
AI-1019,2015-01-12,19
AI-1019,2015-01-19,5
AI-1019,2015-01-26,27
AI-1019,2015-02-02,54
AI-1019,2015-02-09,32
AI-1019,2015-02-16,6
AI-1019,2015-02-23,8
AI-1019,2015-03-02,85
AI-1019,2015-03-16,6
AI-1019,2015-03-23,10
AI-1019,2015-04-20,21
AI-1019,2015-04-27,22
AI-1019,2015-05-04,36
AI-1019,2015-05-11,147
AI-1019,2015-05-18,108
AI-1019,2015-05-25,90
AI-1019,2015-06-01,170
AI-1019,2015-06-08,115
AI-1019,2015-06-15,95
AI-1019,2015-06-22,1
AI-1019,2015-06-29,14
AI-1019,2015-07-06,20
AI-1019,2015-07-13,84
AI-1019,2015-07-20,141
AI-1019,2015-07-27,142
AI-1019,2015-08-03,160
AI-1019,2015-08-10,177
AI-1019,2015-08-17,37
AI-1019,2015-08-24,77
AI-1019,2015-08-31,5
AI-1019,2015-09-07,60
AI-1019,2015-09-14,44
AI-1019,2015-09-21,30
AI-1019,2015-09-28,73
AI-1019,2015-10-05,33
AI-1019,2015-10-12,44
AI-1019,2015-10-19,46
AI-1019,2015-10-26,115
AI-1019,2015-11-02,207.5
AI-1019,2015-11-09,124
AI-1019,2015-11-16,87
AI-1019,2015-11-23,67
AI-1019,2015-11-30,17
AI-1019,2015-12-07,30
AI-1019,2015-12-14,10
AI-1019,2015-12-21,56
AI-1019,2015-12-28,93
AI-1028,2014-12-29,36
AI-1028,2015-01-05,77
AI-1028,2015-01-12,112
AI-1028,2015-01-19,125
AI-1028,2015-01-26,207
AI-1028,2015-02-02,577
AI-1028,2015-02-09,743
AI-1028,2015-02-16,576
AI-1028,2015-02-23,538
AI-1028,2015-03-02,677
AI-1028,2015-03-09,562
AI-1028,2015-03-16,745
AI-1028,2015-03-23,804
AI-1028,2015-03-30,792
AI-1028,2015-04-06,728
AI-1028,2015-04-13,670
AI-1028,2015-04-20,2320
AI-1028,2015-04-27,916
AI-1028,2015-05-04,916
AI-1028,2015-05-11,631
AI-1028,2015-05-18,924
AI-1028,2015-05-25,1076
AI-1028,2015-06-01,1016
AI-1028,2015-06-08,1238
AI-1028,2015-06-15,998
AI-1028,2015-06-22,1205
AI-1028,2015-06-29,898
AI-1028,2015-07-06,868
AI-1028,2015-07-13,916
AI-1028,2015-07-20,973
AI-1028,2015-07-27,92
AI-1028,2015-08-03,1395
AI-1028,2015-08-10,1133
AI-1028,2015-08-17,1514
AI-1028,2015-08-24,881
AI-1028,2015-08-31,1553
AI-1028,2015-09-07,1219
AI-1028,2015-09-14,1151
AI-1028,2015-09-21,1696
AI-1028,2015-09-28,2378
AI-1028,2015-10-05,824
AI-1028,2015-10-12,1156
AI-1028,2015-10-19,1268
AI-1028,2015-10-26,1498
AI-1028,2015-11-02,1235
AI-1028,2015-11-09,1165
AI-1028,2015-11-16,1202
AI-1028,2015-11-23,1235
AI-1028,2015-11-30,2064
AI-1028,2015-12-07,1173
AI-1028,2015-12-14,1259
AI-1028,2015-12-21,1379
AI-1028,2015-12-28,801
AI-1031,2014-12-29,3
AI-1031,2015-01-05,8
AI-1031,2015-01-12,7
AI-1031,2015-01-19,6
AI-1031,2015-01-26,20
AI-1031,2015-02-02,66
AI-1031,2015-02-09,37
AI-1031,2015-02-16,11
AI-1031,2015-02-23,15
AI-1031,2015-03-02,10
AI-1031,2015-03-09,6
AI-1031,2015-03-16,19
AI-1031,2015-03-23,28
AI-1031,2015-03-30,41
AI-1031,2015-04-06,14
AI-1031,2015-04-13,14
AI-1031,2015-04-20,16
AI-1031,2015-04-27,13
AI-1031,2015-05-04,74
AI-1031,2015-05-11,17
AI-1031,2015-05-18,25
AI-1031,2015-05-25,7
AI-1031,2015-06-01,38
AI-1031,2015-06-08,21
AI-1031,2015-06-15,7
AI-1031,2015-06-22,16
AI-1031,2015-06-29,6
AI-1031,2015-07-06,16
AI-1031,2015-07-13,7
AI-1031,2015-07-20,6
AI-1031,2015-07-27,1
AI-1031,2015-08-03,5
AI-1031,2015-08-10,4
AI-1031,2015-08-17,11
AI-1031,2015-08-24,12
AI-1031,2015-09-14,3
AI-1031,2015-09-21,3
AI-1031,2015-09-28,3
AI-1031,2015-10-05,3
AI-1031,2015-10-12,2
AI-1031,2015-10-26,3
AI-1031,2015-11-09,3
AI-1031,2015-11-16,3
AI-1031,2015-12-21,4
AI-1032,2014-12-29,7
AI-1032,2015-01-05,2
AI-1032,2015-01-19,4
AI-1032,2015-01-26,5
AI-1032,2015-02-02,11
AI-1032,2015-02-09,8
AI-1032,2015-02-16,12
AI-1032,2015-02-23,14
AI-1032,2015-03-02,7
AI-1032,2015-03-16,2
AI-1032,2015-03-23,6
AI-1032,2015-03-30,20
AI-1032,2015-04-06,11
AI-1032,2015-04-27,8
AI-1032,2015-05-04,2
AI-1032,2015-05-11,10
AI-1032,2015-05-18,7
AI-1032,2015-05-25,10
AI-1032,2015-06-01,10
AI-1032,2015-06-08,8
AI-1032,2015-06-15,2
AI-1032,2015-06-22,6
AI-1032,2015-06-29,2
AI-1032,2015-07-06,13
AI-1032,2015-07-20,20
AI-1032,2015-07-27,6
AI-1032,2015-08-10,3
AI-1032,2015-08-24,5
AI-1032,2015-09-07,10
AI-1032,2015-09-21,14
AI-1032,2015-09-28,8
AI-1032,2015-10-05,3
AI-1032,2015-10-12,6
AI-1032,2015-10-19,6
AI-1032,2015-11-02,18
AI-1032,2015-11-09,6
AI-1032,2015-11-16,1
AI-1032,2015-11-30,3
AI-1032,2015-12-07,3
AI-1032,2015-12-14,11
AI-1032,2015-12-21,3
AI-1032,2015-12-28,3
AI-1036,2014-12-29,28
AI-1036,2015-01-05,79
AI-1036,2015-01-12,83
AI-1036,2015-01-19,116
AI-1036,2015-01-26,113
AI-1036,2015-02-02,105
AI-1036,2015-02-09,116
AI-1036,2015-02-16,108
AI-1036,2015-02-23,179
AI-1036,2015-03-02,159
AI-1036,2015-03-09,126
AI-1036,2015-03-16,194
AI-1036,2015-03-23,193
AI-1036,2015-03-30,179
AI-1036,2015-04-06,129
AI-1036,2015-04-13,152
AI-1036,2015-04-20,176
AI-1036,2015-04-27,188
AI-1036,2015-05-04,151
AI-1036,2015-05-11,126
AI-1036,2015-05-18,111
AI-1036,2015-05-25,126
AI-1036,2015-06-01,182
AI-1036,2015-06-08,239
AI-1036,2015-06-15,153
AI-1036,2015-06-22,210
AI-1036,2015-06-29,235
AI-1036,2015-07-06,174
AI-1036,2015-07-13,144
AI-1036,2015-07-20,224
AI-1036,2015-07-27,138
AI-1036,2015-08-03,157
AI-1036,2015-08-10,230
AI-1036,2015-08-17,289
AI-1036,2015-08-24,173
AI-1036,2015-08-31,159
AI-1036,2015-09-07,170
AI-1036,2015-09-14,162
AI-1036,2015-09-21,178
AI-1036,2015-09-28,163
AI-1036,2015-10-05,134
AI-1036,2015-10-12,263
AI-1036,2015-10-19,221
AI-1036,2015-10-26,169
AI-1036,2015-11-02,178
AI-1036,2015-11-09,149
AI-1036,2015-11-16,251
AI-1036,2015-11-23,149
AI-1036,2015-11-30,277
AI-1036,2015-12-07,225
AI-1036,2015-12-14,252
AI-1036,2015-12-21,230
AI-1036,2015-12-28,98
AI-1056,2014-12-29,12
AI-1056,2015-01-05,7
AI-1056,2015-01-12,13
AI-1056,2015-01-19,13
AI-1056,2015-01-26,20
AI-1056,2015-02-02,50
AI-1056,2015-02-09,44
AI-1056,2015-02-16,34
AI-1056,2015-02-23,23
AI-1056,2015-03-02,32
AI-1056,2015-03-09,28
AI-1056,2015-03-16,32
AI-1056,2015-03-23,27
AI-1056,2015-03-30,24
AI-1056,2015-04-06,28
AI-1056,2015-04-13,27
AI-1056,2015-04-20,32
AI-1056,2015-04-27,20
AI-1056,2015-05-04,18
AI-1056,2015-05-11,27
AI-1056,2015-05-18,26
AI-1056,2015-05-25,20
AI-1056,2015-06-01,14
AI-1056,2015-06-08,30
AI-1056,2015-06-15,28
AI-1056,2015-06-22,30
AI-1056,2015-06-29,35
AI-1056,2015-07-06,25
AI-1056,2015-07-13,30
AI-1056,2015-07-20,27
AI-1056,2015-07-27,15
AI-1056,2015-08-03,26
AI-1056,2015-08-10,11
AI-1056,2015-08-17,19
AI-1056,2015-08-24,18
AI-1056,2015-08-31,22
AI-1056,2015-09-07,28
AI-1056,2015-09-14,61
AI-1056,2015-09-21,6
AI-1056,2015-09-28,10
AI-1056,2015-10-05,15
AI-1056,2015-10-12,26
AI-1056,2015-10-19,41
AI-1056,2015-10-26,24
AI-1056,2015-11-02,30
AI-1056,2015-11-09,14
AI-1056,2015-11-16,34
AI-1056,2015-11-23,29
AI-1056,2015-11-30,43
AI-1056,2015-12-07,26
AI-1056,2015-12-14,46
AI-1056,2015-12-21,21
AI-1056,2015-12-28,34
AI-1057,2014-12-29,209
AI-1057,2015-01-05,372
AI-1057,2015-01-12,536
AI-1057,2015-01-19,601
AI-1057,2015-01-26,785
AI-1057,2015-02-02,1490
AI-1057,2015-02-09,957
AI-1057,2015-02-16,962
AI-1057,2015-02-23,664
AI-1057,2015-03-02,942
AI-1057,2015-03-09,1035
AI-1057,2015-03-16,1098
AI-1057,2015-03-23,601
AI-1057,2015-03-30,617
AI-1057,2015-04-06,795
AI-1057,2015-04-13,670
AI-1057,2015-04-20,1101
AI-1057,2015-04-27,899
AI-1057,2015-05-04,1148
AI-1057,2015-05-11,951
AI-1057,2015-05-18,1033
AI-1057,2015-05-25,752
AI-1057,2015-06-01,1004
AI-1057,2015-06-08,1390.5
AI-1057,2015-06-15,1196
AI-1057,2015-06-22,998
AI-1057,2015-06-29,1046
AI-1057,2015-07-06,791
AI-1057,2015-07-13,1564
AI-1057,2015-07-20,913
AI-1057,2015-07-27,522
AI-1057,2015-08-03,1253
AI-1057,2015-08-10,941
AI-1057,2015-08-17,1023
AI-1057,2015-08-24,919
AI-1057,2015-08-31,953
AI-1057,2015-09-07,521
AI-1057,2015-09-14,133
AI-1057,2015-09-21,170
AI-1057,2015-09-28,2
AI-1057,2015-10-05,230
AI-1057,2015-10-12,673
AI-1057,2015-10-19,1035
AI-1057,2015-10-26,1075
AI-1057,2015-11-02,797.75
AI-1057,2015-11-09,956
AI-1057,2015-11-16,1196.25
AI-1057,2015-11-23,1037.5
AI-1057,2015-11-30,1214
AI-1057,2015-12-07,961.125
AI-1057,2015-12-14,1063
AI-1057,2015-12-21,985
AI-1057,2015-12-28,45
AI-1058,2015-01-05,5
AI-1058,2015-01-19,1
AI-1058,2015-02-09,2
AI-1058,2015-02-16,2
AI-1058,2015-02-23,2
AI-1058,2015-03-02,1
AI-1058,2015-03-09,4
AI-1058,2015-03-16,4
AI-1058,2015-03-23,2
AI-1058,2015-03-30,1
AI-1058,2015-04-06,1
AI-1058,2015-04-13,2
AI-1058,2015-04-20,4
AI-1058,2015-04-27,3
AI-1058,2015-05-04,3
AI-1058,2015-05-11,8
AI-1058,2015-05-18,2
AI-1058,2015-06-01,1
AI-1058,2015-06-08,2
AI-1058,2015-06-15,7
AI-1058,2015-06-22,3
AI-1058,2015-06-29,4
AI-1058,2015-07-06,3
AI-1058,2015-07-13,7
AI-1058,2015-07-20,4
AI-1058,2015-07-27,3
AI-1058,2015-08-03,5
AI-1058,2015-08-10,6
AI-1058,2015-08-17,10
AI-1058,2015-08-24,4
AI-1058,2015-08-31,2
AI-1058,2015-09-21,5
AI-1058,2015-09-28,7
AI-1058,2015-10-05,4
AI-1058,2015-10-12,2
AI-1058,2015-10-19,4
AI-1058,2015-10-26,7
AI-1058,2015-11-02,4
AI-1058,2015-11-09,1
AI-1058,2015-11-16,2
AI-1058,2015-11-23,1
AI-1058,2015-11-30,6
AI-1058,2015-12-07,3
AI-1058,2015-12-14,6
AI-1058,2015-12-21,3
AI-1058,2015-12-28,4
AI-1059,2015-01-19,1
AI-1059,2015-02-02,1
AI-1059,2015-02-16,1
AI-1059,2015-02-23,12
AI-1059,2015-03-02,8
AI-1059,2015-03-09,8
AI-1059,2015-03-16,7
AI-1059,2015-03-23,4
AI-1059,2015-03-30,4
AI-1059,2015-04-06,14
AI-1059,2015-04-13,5
AI-1059,2015-04-20,3
AI-1059,2015-04-27,3
AI-1059,2015-05-04,15
AI-1059,2015-05-11,12
AI-1059,2015-05-18,2
AI-1059,2015-05-25,6
AI-1059,2015-06-01,13
AI-1059,2015-06-08,8
AI-1059,2015-06-15,4
AI-1059,2015-06-29,4
AI-1059,2015-07-06,1
AI-1059,2015-07-13,3
AI-1059,2015-07-20,5
AI-1059,2015-07-27,4
AI-1059,2015-08-03,3
AI-1059,2015-08-10,4
AI-1059,2015-08-17,3
AI-1059,2015-08-24,8
AI-1059,2015-08-31,4
AI-1059,2015-09-07,12
AI-1059,2015-09-14,5
AI-1059,2015-09-21,17
AI-1059,2015-09-28,10
AI-1059,2015-10-05,4
AI-1059,2015-10-12,2
AI-1059,2015-10-19,3
AI-1059,2015-10-26,11
AI-1059,2015-11-02,6
AI-1059,2015-11-09,4
AI-1059,2015-11-16,1
AI-1059,2015-11-23,7
AI-1059,2015-12-07,5
AI-1059,2015-12-14,9
AI-1059,2015-12-21,1
AI-1059,2015-12-28,2
AI-1060,2014-12-29,10
AI-1060,2015-01-12,20
AI-1060,2015-01-19,50
AI-1060,2015-02-09,10
AI-1060,2015-02-23,72
AI-1060,2015-03-02,73
AI-1060,2015-03-09,217
AI-1060,2015-03-16,179
AI-1060,2015-03-23,120
AI-1060,2015-03-30,94
AI-1060,2015-04-06,84
AI-1060,2015-04-13,116
AI-1060,2015-04-20,46
AI-1060,2015-04-27,83
AI-1060,2015-05-04,73
AI-1060,2015-05-11,72
AI-1060,2015-05-18,20
AI-1060,2015-05-25,44
AI-1060,2015-06-01,70
AI-1060,2015-06-08,80
AI-1060,2015-06-15,50
AI-1060,2015-06-22,40
AI-1060,2015-06-29,86
AI-1060,2015-07-06,36
AI-1060,2015-07-13,110
AI-1060,2015-07-20,99
AI-1060,2015-07-27,55
AI-1060,2015-08-03,149
AI-1060,2015-08-10,280
AI-1060,2015-08-17,37
AI-1060,2015-08-24,127
AI-1060,2015-08-31,111
AI-1060,2015-09-07,224
AI-1060,2015-09-14,132
AI-1060,2015-09-21,80
AI-1060,2015-09-28,322
AI-1060,2015-10-05,161
AI-1060,2015-10-12,236
