KD_OBAT,TGL,qty
AI-0567,2015-09-14,86
AI-0567,2015-09-21,33
AI-0567,2015-09-28,70
AI-0567,2015-10-12,86
AI-0567,2015-10-26,60
AI-0567,2015-11-02,28
AI-0567,2015-11-09,30
AI-0567,2015-11-16,58
AI-0567,2015-11-23,30
AI-0567,2015-11-30,88
AI-0567,2015-12-14,17
AI-0567,2015-12-21,58
AI-0567,2015-12-28,58
AI-0577,2015-01-05,83
AI-0577,2015-01-19,183
AI-0577,2015-01-26,21
AI-0577,2015-02-02,104
AI-0577,2015-02-09,109
AI-0577,2015-02-16,414
AI-0577,2015-02-23,7
AI-0577,2015-03-02,306
AI-0577,2015-03-09,344
AI-0577,2015-03-16,17
AI-0577,2015-03-23,132
AI-0577,2015-03-30,171
AI-0577,2015-04-06,213
AI-0577,2015-04-13,203
AI-0577,2015-04-20,335
AI-0577,2015-04-27,493
AI-0577,2015-05-04,457
AI-0577,2015-05-11,309
AI-0577,2015-05-18,801
AI-0577,2015-05-25,345
AI-0577,2015-06-01,450
AI-0577,2015-06-08,50
AI-0577,2015-06-15,546
AI-0577,2015-06-22,1257
AI-0577,2015-06-29,750
AI-0577,2015-07-06,990
AI-0577,2015-07-13,1026
AI-0577,2015-07-20,630
AI-0577,2015-08-03,1116
AI-0577,2015-08-10,247
AI-0577,2015-08-17,1477
AI-0577,2015-08-24,420
AI-0577,2015-08-31,1542
AI-0577,2015-09-07,1080
AI-0577,2015-09-14,780
AI-0577,2015-09-21,831
AI-0577,2015-09-28,1611
AI-0577,2015-10-05,820
AI-0577,2015-10-12,1316
AI-0577,2015-10-19,1470
AI-0577,2015-10-26,1950
AI-0577,2015-11-02,1671
AI-0577,2015-11-09,1403
AI-0577,2015-11-16,1410
AI-0577,2015-11-23,810
AI-0577,2015-11-30,2158
AI-0577,2015-12-07,1531
AI-0577,2015-12-14,1710
AI-0577,2015-12-21,2611
AI-0577,2015-12-28,239
AI-0578,2014-12-29,40
AI-0578,2015-01-05,136
AI-0578,2015-01-12,189
AI-0578,2015-01-19,285
AI-0578,2015-01-26,238
AI-0578,2015-02-02,295
AI-0578,2015-02-09,557
AI-0578,2015-02-16,306
AI-0578,2015-02-23,516
AI-0578,2015-03-02,578
AI-0578,2015-03-09,611
AI-0578,2015-03-16,605
AI-0578,2015-03-23,515
AI-0578,2015-03-30,270
AI-0578,2015-04-06,643
AI-0578,2015-04-13,370
AI-0578,2015-04-20,1029
AI-0578,2015-04-27,407
AI-0578,2015-05-04,467
AI-0578,2015-05-11,314
AI-0578,2015-05-18,1008
AI-0578,2015-05-25,881
AI-0578,2015-06-01,780
AI-0578,2015-06-08,479
AI-0578,2015-06-15,637
AI-0578,2015-06-22,816
AI-0578,2015-06-29,675
AI-0578,2015-07-06,750
AI-0578,2015-07-13,593
AI-0578,2015-07-20,502
AI-0578,2015-08-03,1182
AI-0578,2015-08-10,1025
AI-0578,2015-08-17,1350
AI-0578,2015-08-24,356
AI-0578,2015-08-31,1050
AI-0578,2015-09-07,609
AI-0578,2015-09-14,306
AI-0578,2015-09-21,541
AI-0578,2015-09-28,1967
AI-0578,2015-10-05,592
AI-0578,2015-10-12,868
AI-0578,2015-10-19,994
AI-0578,2015-10-26,1781
AI-0578,2015-11-02,1044
AI-0578,2015-11-09,928
AI-0578,2015-11-16,1030
AI-0578,2015-11-23,712
AI-0578,2015-11-30,2142
AI-0578,2015-12-07,750
AI-0578,2015-12-14,901
AI-0578,2015-12-21,2270
AI-0578,2015-12-28,506
AI-0583,2014-12-29,14
AI-0583,2015-01-05,77
AI-0583,2015-01-12,67
AI-0583,2015-01-19,59
AI-0583,2015-01-26,106
AI-0583,2015-02-02,90
AI-0583,2015-02-09,92
AI-0583,2015-02-16,92
AI-0583,2015-02-23,277
AI-0583,2015-03-02,268
AI-0583,2015-03-09,275
AI-0583,2015-03-16,105
AI-0583,2015-03-23,211
AI-0583,2015-03-30,188
AI-0583,2015-04-06,109
AI-0583,2015-04-13,87
AI-0583,2015-04-20,609
AI-0583,2015-04-27,264
AI-0583,2015-05-04,285
AI-0583,2015-05-11,6
AI-0583,2015-05-18,30
AI-0583,2015-05-25,98
AI-0583,2015-06-01,429
AI-0583,2015-06-08,342
AI-0583,2015-06-15,270
AI-0583,2015-06-22,120
AI-0583,2015-06-29,30
AI-0583,2015-07-06,3
AI-0583,2015-07-13,345
AI-0583,2015-07-20,300
AI-0583,2015-07-27,12
AI-0583,2015-08-03,231
AI-0583,2015-08-10,633
AI-0583,2015-08-17,252
AI-0583,2015-08-24,120
AI-0583,2015-08-31,123
AI-0583,2015-09-07,478
AI-0583,2015-09-14,495
AI-0583,2015-09-21,135
AI-0583,2015-09-28,501
AI-0583,2015-10-05,376
AI-0583,2015-10-12,406
AI-0583,2015-10-19,180
AI-0583,2015-10-26,285
AI-0583,2015-11-02,526
AI-0583,2015-11-09,625
AI-0583,2015-11-16,345
AI-0583,2015-11-30,495
AI-0583,2015-12-07,507
AI-0583,2015-12-14,195
AI-0583,2015-12-21,96
AI-0583,2015-12-28,126
AI-0608,2014-12-29,6
AI-0608,2015-01-05,80
AI-0608,2015-01-12,39
AI-0608,2015-01-19,48
AI-0608,2015-01-26,54
AI-0608,2015-02-02,198
AI-0608,2015-02-09,186
AI-0608,2015-02-16,170
AI-0608,2015-02-23,68
AI-0608,2015-03-02,122
AI-0608,2015-03-09,268
AI-0608,2015-03-16,161
AI-0608,2015-03-23,101
AI-0608,2015-03-30,68
AI-0608,2015-04-06,118
AI-0608,2015-04-13,72
AI-0608,2015-04-20,210
AI-0608,2015-04-27,246
AI-0608,2015-05-04,195
AI-0608,2015-05-11,30
AI-0608,2015-05-18,171
AI-0608,2015-05-25,15
AI-0608,2015-06-01,288
AI-0608,2015-06-08,158
AI-0608,2015-06-15,111
AI-0608,2015-06-22,37
AI-0608,2015-06-29,137
AI-0608,2015-07-06,116
AI-0608,2015-07-13,160
AI-0608,2015-07-20,90
AI-0608,2015-08-03,178
AI-0608,2015-08-10,174
AI-0608,2015-08-17,105
AI-0608,2015-08-24,208
AI-0608,2015-08-31,217
AI-0608,2015-09-07,140
AI-0608,2015-09-14,132
AI-0608,2015-09-21,70
AI-0608,2015-09-28,409
AI-0608,2015-10-05,200
AI-0608,2015-10-12,168
AI-0608,2015-10-19,282
AI-0608,2015-10-26,299
AI-0608,2015-11-02,187
AI-0608,2015-11-09,200
AI-0608,2015-11-16,147
AI-0608,2015-11-23,103
AI-0608,2015-11-30,210
AI-0608,2015-12-07,140
AI-0608,2015-12-14,150
AI-0608,2015-12-21,10
AI-0609,2015-01-05,7
AI-0609,2015-01-12,35
AI-0609,2015-01-19,56
AI-0609,2015-01-26,69
AI-0609,2015-02-02,36
AI-0609,2015-02-09,182
AI-0609,2015-02-16,126
AI-0609,2015-02-23,31
AI-0609,2015-03-02,47
AI-0609,2015-03-09,105
AI-0609,2015-03-16,113
AI-0609,2015-03-23,80
AI-0609,2015-03-30,74
AI-0609,2015-04-06,105
AI-0609,2015-04-13,127
AI-0609,2015-04-20,386
AI-0609,2015-04-27,153
AI-0609,2015-05-04,60
AI-0609,2015-05-11,40
AI-0609,2015-05-18,150
AI-0609,2015-05-25,240
AI-0609,2015-06-01,120
AI-0609,2015-06-08,180
AI-0609,2015-06-15,104
AI-0609,2015-06-22,203
AI-0609,2015-06-29,120
AI-0609,2015-07-06,90
AI-0609,2015-07-13,146
AI-0609,2015-07-20,150
AI-0609,2015-08-03,115
AI-0609,2015-08-10,287
AI-0609,2015-08-17,180
AI-0609,2015-08-24,223
AI-0609,2015-08-31,150
AI-0609,2015-09-07,241
AI-0609,2015-09-14,116
AI-0609,2015-09-21,150
AI-0609,2015-09-28,270
AI-0609,2015-10-05,180
AI-0609,2015-10-12,296
AI-0609,2015-10-19,301
AI-0609,2015-10-26,210
AI-0609,2015-11-02,90
AI-0609,2015-11-09,150
AI-0609,2015-11-16,236
AI-0609,2015-11-23,283
AI-0609,2015-11-30,457
AI-0609,2015-12-07,150
AI-0609,2015-12-14,310
AI-0609,2015-12-21,336
AI-0609,2015-12-28,150
AI-0625,2014-12-29,10
AI-0625,2015-01-05,12
AI-0625,2015-01-12,18
AI-0625,2015-01-19,13
AI-0625,2015-01-26,70
AI-0625,2015-02-02,35
AI-0625,2015-02-09,32
AI-0625,2015-02-16,94
AI-0625,2015-02-23,73
AI-0625,2015-03-02,20
AI-0625,2015-03-09,90
AI-0625,2015-03-16,45
AI-0625,2015-03-23,96
AI-0625,2015-03-30,58
AI-0625,2015-04-06,34
AI-0625,2015-04-13,69
AI-0625,2015-04-20,363
AI-0625,2015-04-27,138
AI-0625,2015-05-04,46
AI-0625,2015-05-11,78
AI-0625,2015-05-18,258
AI-0625,2015-05-25,82
AI-0625,2015-06-01,149
AI-0625,2015-06-08,50
AI-0625,2015-06-15,227
AI-0625,2015-06-22,245
AI-0625,2015-06-29,60
AI-0625,2015-07-06,60
AI-0625,2015-07-13,60
AI-0625,2015-07-20,180
AI-0625,2015-08-03,158
AI-0625,2015-08-10,269
AI-0625,2015-08-17,133
AI-0625,2015-08-24,109
AI-0625,2015-08-31,150
AI-0625,2015-09-07,70
AI-0625,2015-09-14,102
AI-0625,2015-09-21,119
AI-0625,2015-09-28,258
AI-0625,2015-10-05,95
AI-0625,2015-10-12,204
AI-0625,2015-10-19,90
AI-0625,2015-10-26,125
AI-0625,2015-11-02,224
AI-0625,2015-11-09,81
AI-0625,2015-11-16,51
AI-0625,2015-11-23,150
AI-0625,2015-11-30,159
AI-0625,2015-12-07,156
AI-0625,2015-12-14,63
AI-0625,2015-12-28,17
AI-0645,2015-01-05,2
AI-0645,2015-01-12,5
AI-0645,2015-01-19,1
AI-0645,2015-02-02,3
AI-0645,2015-02-09,1
AI-0645,2015-02-23,1
AI-0645,2015-03-02,1
AI-0645,2015-03-16,5
AI-0645,2015-03-30,1
AI-0645,2015-04-06,1
AI-0645,2015-04-13,8
AI-0645,2015-04-20,4
AI-0645,2015-04-27,8
AI-0645,2015-05-04,7
AI-0645,2015-05-11,5
AI-0645,2015-05-18,6
AI-0645,2015-05-25,6
AI-0645,2015-06-01,1
AI-0645,2015-06-08,12
AI-0645,2015-06-15,5
AI-0645,2015-06-22,6
AI-0645,2015-06-29,3.5
AI-0645,2015-07-06,8
AI-0645,2015-07-13,4
AI-0645,2015-07-20,7
AI-0645,2015-07-27,1
AI-0645,2015-08-03,10
AI-0645,2015-08-10,6
AI-0645,2015-08-17,17
AI-0645,2015-08-24,7
AI-0645,2015-08-31,10
AI-0645,2015-09-07,6
AI-0645,2015-09-14,118
AI-0645,2015-09-21,4
AI-0645,2015-09-28,6
AI-0645,2015-10-05,4
AI-0645,2015-10-12,5
AI-0645,2015-10-19,4
AI-0645,2015-10-26,12
AI-0645,2015-11-02,3
AI-0645,2015-11-09,7
AI-0645,2015-11-16,8
AI-0645,2015-11-23,4
AI-0645,2015-11-30,18
AI-0645,2015-12-07,12
AI-0645,2015-12-14,5
AI-0645,2015-12-21,6
AI-0645,2015-12-28,1
AI-0648,2015-01-19,3
AI-0648,2015-01-26,1
AI-0648,2015-02-02,4
AI-0648,2015-02-09,4
AI-0648,2015-02-16,3
AI-0648,2015-02-23,7
AI-0648,2015-03-02,1
AI-0648,2015-03-16,1
AI-0648,2015-03-23,1
AI-0648,2015-03-30,2
AI-0648,2015-04-13,2
AI-0648,2015-04-20,3
AI-0648,2015-04-27,2
AI-0648,2015-05-18,3
AI-0648,2015-05-25,5
AI-0648,2015-06-01,9
AI-0648,2015-06-08,4
AI-0648,2015-06-15,7
AI-0648,2015-06-22,7
AI-0648,2015-06-29,4
AI-0648,2015-07-06,11
AI-0648,2015-07-13,10
AI-0648,2015-07-20,11
AI-0648,2015-07-27,3
AI-0648,2015-08-03,3
AI-0648,2015-08-10,5
AI-0648,2015-08-17,8
AI-0648,2015-08-31,4
AI-0648,2015-09-07,2
AI-0648,2015-09-14,3
AI-0648,2015-09-21,5
AI-0648,2015-09-28,5
AI-0648,2015-10-05,3
AI-0648,2015-10-12,5
AI-0648,2015-10-26,7
AI-0648,2015-11-02,5
AI-0648,2015-11-09,4
AI-0648,2015-11-16,2
AI-0648,2015-11-23,5
AI-0648,2015-11-30,2
AI-0648,2015-12-07,6
AI-0648,2015-12-14,1
AI-0648,2015-12-21,4
AI-0648,2015-12-28,10
AI-0650,2014-12-29,9
AI-0650,2015-01-12,20
AI-0650,2015-01-19,29
AI-0650,2015-02-02,9
AI-0650,2015-02-16,29
AI-0650,2015-02-23,10
AI-0650,2015-03-02,43
AI-0650,2015-03-09,21
AI-0650,2015-03-16,9
AI-0650,2015-03-23,56
AI-0650,2015-04-06,12
AI-0650,2015-04-13,19
AI-0650,2015-04-27,6
AI-0650,2015-05-04,16
AI-0650,2015-05-11,5
AI-0650,2015-05-18,15
AI-0650,2015-05-25,5
AI-0650,2015-06-01,12
AI-0650,2015-06-08,33
AI-0650,2015-06-15,39
AI-0650,2015-06-22,34
AI-0650,2015-06-29,14
AI-0650,2015-07-06,6
AI-0650,2015-07-13,46
AI-0650,2015-07-20,15
AI-0650,2015-07-27,4
AI-0650,2015-08-03,31
AI-0650,2015-08-10,66
AI-0650,2015-08-17,34
AI-0650,2015-08-24,35
AI-0650,2015-08-31,37
AI-0650,2015-09-07,42
AI-0650,2015-09-14,27
AI-0650,2015-09-21,5
AI-0650,2015-09-28,65
AI-0650,2015-10-05,21
AI-0650,2015-10-12,38
AI-0650,2015-10-19,40
AI-0650,2015-10-26,3
AI-0650,2015-11-02,44
AI-0650,2015-11-09,11
AI-0650,2015-11-16,27
AI-0650,2015-11-23,8
AI-0650,2015-12-07,9
AI-0650,2015-12-14,19
AI-0650,2015-12-21,41
AI-0650,2015-12-28,6
AI-0651,2015-01-05,24
AI-0651,2015-01-12,35
AI-0651,2015-01-19,14
AI-0651,2015-01-26,31
AI-0651,2015-02-02,83
AI-0651,2015-02-09,108
AI-0651,2015-02-16,69
AI-0651,2015-02-23,115
AI-0651,2015-03-02,67
AI-0651,2015-03-09,109
AI-0651,2015-03-16,58
AI-0651,2015-03-23,124
AI-0651,2015-03-30,36
AI-0651,2015-04-06,128
AI-0651,2015-04-13,34
AI-0651,2015-04-20,73
AI-0651,2015-05-04,90
AI-0651,2015-05-11,63
AI-0651,2015-05-18,3
AI-0651,2015-06-01,60
AI-0651,2015-06-08,145
AI-0651,2015-06-15,120
AI-0651,2015-06-22,125
AI-0651,2015-06-29,75
AI-0651,2015-07-06,115
AI-0651,2015-07-13,39
AI-0651,2015-07-20,146
AI-0651,2015-08-03,246
AI-0651,2015-08-10,150
AI-0651,2015-08-17,135
AI-0651,2015-08-24,120
AI-0651,2015-08-31,90
AI-0651,2015-09-07,90
AI-0651,2015-09-14,153
AI-0651,2015-09-21,213
AI-0651,2015-09-28,153
AI-0651,2015-10-05,30
AI-0651,2015-10-12,199
AI-0651,2015-10-19,66
AI-0651,2015-10-26,284
AI-0651,2015-11-02,127
AI-0651,2015-11-09,159
AI-0651,2015-11-16,150
AI-0651,2015-11-23,98
AI-0651,2015-11-30,371
AI-0651,2015-12-07,100
AI-0651,2015-12-14,90
AI-0651,2015-12-21,170
AI-0651,2015-12-28,33
AI-0652,2014-12-29,15
AI-0652,2015-01-05,17
AI-0652,2015-01-12,31
AI-0652,2015-01-19,14
AI-0652,2015-01-26,14
AI-0652,2015-02-02,48
AI-0652,2015-02-09,13
AI-0652,2015-02-16,55
AI-0652,2015-02-23,44
AI-0652,2015-03-02,40
AI-0652,2015-03-09,28
AI-0652,2015-03-16,41
AI-0652,2015-03-23,31
AI-0652,2015-03-30,10
AI-0652,2015-04-06,10
AI-0652,2015-04-13,7
AI-0652,2015-04-20,254
AI-0652,2015-04-27,31
AI-0652,2015-05-04,33
AI-0652,2015-05-11,27
AI-0652,2015-05-18,150
AI-0652,2015-05-25,60
AI-0652,2015-06-08,30
AI-0652,2015-06-15,60
AI-0652,2015-06-22,40
AI-0652,2015-06-29,60
AI-0652,2015-07-13,128
AI-0652,2015-07-20,30
AI-0652,2015-08-03,44
AI-0652,2015-08-10,74
AI-0652,2015-08-17,60
AI-0652,2015-08-24,30
AI-0652,2015-08-31,30
AI-0652,2015-09-07,60
AI-0652,2015-09-14,60
AI-0652,2015-09-21,30
AI-0652,2015-09-28,372
AI-0652,2015-10-05,90
AI-0652,2015-10-12,30
AI-0652,2015-10-19,30
AI-0652,2015-10-26,270
AI-0652,2015-11-02,30
AI-0652,2015-11-09,60
AI-0652,2015-11-16,30
AI-0652,2015-11-30,360
AI-0652,2015-12-07,30
AI-0652,2015-12-14,30
AI-0652,2015-12-21,265
AI-0654,2015-01-05,24
AI-0654,2015-01-12,47
AI-0654,2015-01-19,28
AI-0654,2015-01-26,7
AI-0654,2015-02-02,85
AI-0654,2015-02-09,50
AI-0654,2015-02-16,34
AI-0654,2015-02-23,45
AI-0654,2015-03-02,66
AI-0654,2015-03-09,165
AI-0654,2015-03-16,207
AI-0654,2015-03-23,50
AI-0654,2015-03-30,30
AI-0654,2015-04-06,34
AI-0654,2015-04-13,21
AI-0654,2015-04-20,186
AI-0654,2015-04-27,30
AI-0654,2015-05-04,30
AI-0654,2015-05-11,60
AI-0654,2015-05-18,150
AI-0654,2015-05-25,6
AI-0654,2015-06-01,132
AI-0654,2015-06-08,183
AI-0654,2015-06-15,30
AI-0654,2015-06-22,86
AI-0654,2015-06-29,43
AI-0654,2015-07-06,142
AI-0654,2015-07-13,142
AI-0654,2015-07-20,28
AI-0654,2015-08-03,86
AI-0654,2015-08-10,140
AI-0654,2015-08-17,84
AI-0654,2015-08-24,60
AI-0654,2015-09-07,84
AI-0654,2015-09-14,62
AI-0654,2015-09-21,84
AI-0654,2015-09-28,182
AI-0654,2015-10-05,28
AI-0654,2015-10-12,116
AI-0654,2015-10-19,114
AI-0654,2015-10-26,205
AI-0654,2015-11-02,12
AI-0654,2015-11-09,62
AI-0654,2015-11-16,126
AI-0654,2015-11-23,63
AI-0654,2015-11-30,262
AI-0654,2015-12-07,36
AI-0654,2015-12-14,95
AI-0654,2015-12-21,85
AI-0654,2015-12-28,28
AI-0661,2014-12-29,21
AI-0661,2015-01-05,40
AI-0661,2015-01-12,29
AI-0661,2015-01-19,13
AI-0661,2015-01-26,14
AI-0661,2015-02-02,33
AI-0661,2015-02-09,29
AI-0661,2015-02-16,10
AI-0661,2015-02-23,5
AI-0661,2015-03-02,11
AI-0661,2015-03-09,24
AI-0661,2015-03-16,35
AI-0661,2015-03-23,24
AI-0661,2015-03-30,42
AI-0661,2015-04-06,48
AI-0661,2015-04-13,36
AI-0661,2015-04-20,35
AI-0661,2015-04-27,23
AI-0661,2015-05-04,5
AI-0661,2015-05-11,50
AI-0661,2015-05-18,87
AI-0661,2015-05-25,31
AI-0661,2015-06-01,45
AI-0661,2015-06-08,116
AI-0661,2015-06-15,70
AI-0661,2015-06-22,132
AI-0661,2015-06-29,86
AI-0661,2015-07-06,38
AI-0661,2015-07-13,41
AI-0661,2015-07-20,76
AI-0661,2015-07-27,21
AI-0661,2015-08-03,35
AI-0661,2015-08-10,80
AI-0661,2015-08-17,41
AI-0661,2015-08-24,31
AI-0661,2015-08-31,63
AI-0661,2015-09-07,56
AI-0661,2015-09-14,47
AI-0661,2015-09-21,22
AI-0661,2015-09-28,135
AI-0661,2015-10-05,68
AI-0661,2015-10-12,36
AI-0661,2015-10-19,45
AI-0661,2015-10-26,45
AI-0661,2015-11-02,18
AI-0661,2015-11-09,113
AI-0661,2015-11-16,11.5
AI-0661,2015-11-23,60
AI-0661,2015-11-30,168
AI-0661,2015-12-07,48
AI-0661,2015-12-21,55
AI-0661,2015-12-28,35
AI-0671,2014-12-29,11
AI-0671,2015-01-05,14
AI-0671,2015-01-12,15
AI-0671,2015-01-19,11
AI-0671,2015-01-26,8
AI-0671,2015-02-02,28
AI-0671,2015-02-09,53
AI-0671,2015-02-16,29
AI-0671,2015-02-23,37
AI-0671,2015-03-02,20
AI-0671,2015-03-09,47
AI-0671,2015-03-16,37
AI-0671,2015-03-23,48
AI-0671,2015-03-30,41
AI-0671,2015-04-06,75
AI-0671,2015-04-13,41
AI-0671,2015-04-20,53
AI-0671,2015-04-27,74
AI-0671,2015-05-04,51
AI-0671,2015-05-11,42
AI-0671,2015-05-18,86
AI-0671,2015-05-25,44
AI-0671,2015-06-01,56
AI-0671,2015-06-08,25
AI-0671,2015-06-15,34
AI-0671,2015-06-22,26
AI-0671,2015-06-29,29
AI-0671,2015-07-06,29
AI-0671,2015-07-13,48
AI-0671,2015-07-20,30
AI-0671,2015-07-27,26
AI-0671,2015-08-03,25
AI-0671,2015-08-10,41
AI-0671,2015-08-17,25
AI-0671,2015-08-24,26
AI-0671,2015-08-31,27
AI-0671,2015-09-07,19
AI-0671,2015-09-14,23
AI-0671,2015-09-21,24
AI-0671,2015-09-28,28
AI-0671,2015-10-05,49
AI-0671,2015-10-12,30
AI-0671,2015-10-19,82
AI-0671,2015-10-26,41
AI-0671,2015-11-02,36
AI-0671,2015-11-09,23
AI-0671,2015-11-16,39
AI-0671,2015-11-23,44
AI-0671,2015-11-30,55
AI-0671,2015-12-07,36
AI-0671,2015-12-14,78
AI-0671,2015-12-21,46
AI-0671,2015-12-28,37
AI-0672,2015-01-05,10
AI-0672,2015-01-12,6
AI-0672,2015-01-19,8
AI-0672,2015-01-26,5
AI-0672,2015-02-02,22
AI-0672,2015-02-09,21.5
AI-0672,2015-02-16,16
AI-0672,2015-02-23,17
AI-0672,2015-03-02,14
AI-0672,2015-03-09,15
AI-0672,2015-03-16,17
AI-0672,2015-03-23,18
AI-0672,2015-03-30,8
AI-0672,2015-04-06,5
AI-0672,2015-04-13,3
AI-0672,2015-04-20,2
AI-0672,2015-04-27,1
AI-0672,2015-05-04,5
AI-0672,2015-05-11,9
AI-0672,2015-05-18,5
AI-0672,2015-05-25,4
AI-0672,2015-06-01,2
AI-0672,2015-06-15,11
AI-0672,2015-06-22,51
AI-0672,2015-06-29,34
AI-0672,2015-07-06,41
AI-0672,2015-07-13,33
AI-0672,2015-07-20,42
AI-0672,2015-07-27,1
AI-0672,2015-08-03,7
AI-0672,2015-08-10,28.5
AI-0672,2015-08-17,50
AI-0672,2015-08-24,13
AI-0672,2015-08-31,53
AI-0672,2015-09-07,29
AI-0672,2015-09-14,6
AI-0672,2015-09-21,40
AI-0672,2015-09-28,39
AI-0672,2015-10-05,25
AI-0672,2015-10-12,4
AI-0672,2015-10-26,7
AI-0672,2015-11-09,1
AI-0672,2015-11-16,1
AI-0672,2015-12-28,6
AI-0688,2014-12-29,7
AI-0688,2015-01-05,14
AI-0688,2015-01-12,7
AI-0688,2015-01-19,42
AI-0688,2015-01-26,63
AI-0688,2015-02-02,116
AI-0688,2015-02-09,204
AI-0688,2015-02-16,171
AI-0688,2015-02-23,121
AI-0688,2015-03-02,137
AI-0688,2015-03-09,84
AI-0688,2015-03-16,88
AI-0688,2015-03-23,75
AI-0688,2015-03-30,84
AI-0688,2015-04-06,118
AI-0688,2015-04-13,135
AI-0688,2015-04-20,180
AI-0688,2015-04-27,30
AI-0688,2015-05-04,90
AI-0688,2015-05-18,30
AI-0688,2015-05-25,165
AI-0688,2015-06-01,150
AI-0688,2015-06-08,90
AI-0688,2015-06-15,120
AI-0688,2015-06-22,240
AI-0688,2015-06-29,210
AI-0688,2015-07-06,30
AI-0688,2015-07-13,90
AI-0688,2015-07-20,150
AI-0688,2015-08-03,180
AI-0688,2015-08-10,90
AI-0688,2015-08-17,120
AI-0688,2015-08-24,150
AI-0688,2015-08-31,90
AI-0688,2015-09-07,90
AI-0688,2015-09-14,45
AI-0688,2015-09-21,90
AI-0688,2015-10-05,90
AI-0688,2015-10-12,60
AI-0688,2015-10-19,60
AI-0688,2015-10-26,30
AI-0688,2015-11-02,150
AI-0688,2015-11-09,90
AI-0688,2015-11-16,60
AI-0688,2015-11-23,90
AI-0688,2015-11-30,90
AI-0688,2015-12-07,90
AI-0688,2015-12-14,150
AI-0688,2015-12-21,1
AI-0688,2015-12-28,2
AI-0694,2015-01-26,30
AI-0694,2015-02-02,4
AI-0694,2015-02-09,30
AI-0694,2015-02-16,42
AI-0694,2015-02-23,35
AI-0694,2015-03-02,30
AI-0694,2015-03-09,104
AI-0694,2015-03-16,30
AI-0694,2015-03-23,94
AI-0694,2015-03-30,21
AI-0694,2015-04-06,5
AI-0694,2015-04-13,44
AI-0694,2015-04-20,90
AI-0694,2015-04-27,66
AI-0694,2015-05-04,33
AI-0694,2015-05-11,30
AI-0694,2015-05-18,30
AI-0694,2015-05-25,30
AI-0694,2015-06-01,3
AI-0694,2015-06-08,93
AI-0694,2015-06-15,30
AI-0694,2015-06-22,60
AI-0694,2015-06-29,120
AI-0694,2015-07-06,30
AI-0694,2015-07-20,30
AI-0694,2015-07-27,9
AI-0694,2015-08-03,180
AI-0694,2015-08-10,60
AI-0694,2015-08-17,30
AI-0694,2015-08-24,30
AI-0694,2015-08-31,60
AI-0694,2015-09-07,60
AI-0694,2015-09-14,150
AI-0694,2015-09-21,30
AI-0694,2015-09-28,577
AI-0694,2015-10-05,120
AI-0694,2015-10-12,90
AI-0694,2015-10-19,120
AI-0694,2015-10-26,325
AI-0694,2015-11-02,90
AI-0694,2015-11-09,60
AI-0694,2015-11-16,30
AI-0694,2015-11-23,60
AI-0694,2015-11-30,545
AI-0694,2015-12-07,30
AI-0694,2015-12-14,60
AI-0694,2015-12-21,345
AI-0695,2015-01-12,7
AI-0695,2015-01-26,7
AI-0695,2015-02-02,67
AI-0695,2015-02-09,82
AI-0695,2015-02-16,85
AI-0695,2015-02-23,18
AI-0695,2015-03-02,82
AI-0695,2015-03-09,90
AI-0695,2015-03-16,44
AI-0695,2015-03-23,111
AI-0695,2015-03-30,37
AI-0695,2015-04-06,7
AI-0695,2015-04-13,14
AI-0695,2015-04-20,180
AI-0695,2015-04-27,90
AI-0695,2015-05-04,30
AI-0695,2015-05-18,60
AI-0695,2015-05-25,30
AI-0695,2015-06-01,30
AI-0695,2015-06-08,90
AI-0695,2015-07-06,90
AI-0695,2015-07-13,30
AI-0695,2015-07-20,30
AI-0695,2015-08-03,150
AI-0695,2015-08-17,30
AI-0695,2015-08-24,30
AI-0695,2015-08-31,120
AI-0695,2015-09-07,60
AI-0695,2015-09-14,120
AI-0695,2015-09-21,30
AI-0695,2015-09-28,135
AI-0695,2015-10-05,30
AI-0695,2015-10-12,90
AI-0695,2015-10-19,120
AI-0695,2015-10-26,180
AI-0695,2015-11-02,120
AI-0695,2015-11-09,60
AI-0695,2015-11-16,90
AI-0695,2015-11-23,90
AI-0695,2015-11-30,223
AI-0695,2015-12-07,150
AI-0695,2015-12-14,60
AI-0695,2015-12-21,120
AI-0703,2014-12-29,35
AI-0703,2015-01-05,161
AI-0703,2015-01-12,191
AI-0703,2015-01-19,213
AI-0703,2015-01-26,128
AI-0703,2015-02-02,217
AI-0703,2015-02-09,154
AI-0703,2015-02-16,293
AI-0703,2015-02-23,133
AI-0703,2015-03-02,685
AI-0703,2015-03-09,346
AI-0703,2015-03-16,375
AI-0703,2015-03-23,235
AI-0703,2015-03-30,142
AI-0703,2015-04-06,349
AI-0703,2015-04-13,157
AI-0703,2015-04-20,512
AI-0703,2015-04-27,173
AI-0703,2015-05-04,55
AI-0703,2015-05-11,26
AI-0703,2015-05-18,377
AI-0703,2015-05-25,102
AI-0703,2015-06-01,359
AI-0703,2015-06-08,200
AI-0703,2015-06-15,147
AI-0703,2015-06-22,159
AI-0703,2015-06-29,194
AI-0703,2015-07-06,454
AI-0703,2015-07-13,222
AI-0703,2015-07-20,299
AI-0703,2015-07-27,44
AI-0703,2015-08-03,334
AI-0703,2015-08-10,289
AI-0703,2015-08-17,121
