KD_OBAT,TGL,qty
AI-0001,2015-06-25,6
AI-0001,2015-07-06,3
AI-0001,2015-07-16,3
AI-0001,2015-07-18,3
AI-0001,2015-07-23,16
AI-0001,2015-08-10,3
AI-0001,2015-08-12,5
AI-0001,2015-09-06,3
AI-0001,2015-09-15,4
AI-0001,2015-09-16,6
AI-0001,2015-09-30,3
AI-0001,2015-10-07,6
AI-0001,2015-10-16,3
AI-0001,2015-10-22,13
AI-0001,2015-10-28,6
AI-0001,2015-10-30,3
AI-0001,2015-11-01,3
AI-0001,2015-11-02,6
AI-0001,2015-11-03,3
AI-0001,2015-11-04,6
AI-0001,2015-11-05,5
AI-0001,2015-11-07,3
AI-0001,2015-11-09,3
AI-0001,2015-11-16,6
AI-0001,2015-11-19,16
AI-0001,2015-11-23,3
AI-0001,2015-11-25,16
AI-0001,2015-11-27,10
AI-0001,2015-11-28,5
AI-0001,2015-11-29,3
AI-0001,2015-11-30,3
AI-0001,2015-12-03,5
AI-0001,2015-12-04,6
AI-0001,2015-12-06,3
AI-0001,2015-12-10,6
AI-0001,2015-12-14,10
AI-0001,2015-12-17,3
AI-0001,2015-12-21,9
AI-0001,2015-12-26,3
AI-0010,2015-08-20,30
AI-0011,2015-03-28,30
AI-0011,2015-05-26,30
AI-0011,2015-06-05,30
AI-0011,2015-06-10,60
AI-0011,2015-06-25,30
AI-0011,2015-06-27,30
AI-0011,2015-07-23,30
AI-0011,2015-07-25,30
AI-0011,2015-08-07,30
AI-0011,2015-08-20,30
AI-0011,2015-08-27,30
AI-0011,2015-09-15,30
AI-0011,2015-09-30,120
AI-0011,2015-10-21,30
AI-0011,2015-10-31,135
AI-0011,2015-11-14,48
AI-0011,2015-11-21,30
AI-0011,2015-11-24,10
AI-0011,2015-11-25,30
AI-0011,2015-11-26,10
AI-0011,2015-11-30,75
AI-0011,2015-12-09,30
AI-0011,2015-12-10,30
AI-0024,2015-01-01,10
AI-0024,2015-01-09,1
AI-0024,2015-01-12,10
AI-0024,2015-01-24,21
AI-0024,2015-01-27,6
AI-0024,2015-01-28,9
AI-0024,2015-02-04,15
AI-0024,2015-02-05,20
AI-0024,2015-02-06,24
AI-0024,2015-02-07,134
AI-0024,2015-02-10,20
AI-0024,2015-02-24,9
AI-0024,2015-03-02,3
AI-0024,2015-03-08,15
AI-0024,2015-03-11,9
AI-0024,2015-03-12,9
AI-0024,2015-03-28,25
AI-0024,2015-04-08,15
AI-0024,2015-04-09,27
AI-0024,2015-04-10,30
AI-0024,2015-04-13,15
AI-0024,2015-04-15,21
AI-0024,2015-04-16,15
AI-0024,2015-04-17,15
AI-0024,2015-04-20,9
AI-0024,2015-04-21,4
AI-0024,2015-04-22,20
AI-0024,2015-04-23,30
AI-0024,2015-04-25,10
AI-0024,2015-04-28,19
AI-0024,2015-04-29,15
AI-0024,2015-05-02,9
AI-0024,2015-05-12,9
AI-0024,2015-05-22,15
AI-0024,2015-05-23,9
AI-0024,2015-05-24,12
AI-0024,2015-05-26,20
AI-0024,2015-06-02,20
AI-0024,2015-06-06,30
AI-0024,2015-06-10,4
AI-0024,2015-06-16,25
AI-0024,2015-06-23,9
AI-0024,2015-06-26,10
AI-0024,2015-06-30,21
AI-0024,2015-07-01,30
AI-0024,2015-07-04,15
AI-0024,2015-07-08,10
AI-0024,2015-07-14,6
AI-0024,2015-07-20,9
AI-0024,2015-07-21,9
AI-0024,2015-07-22,15
AI-0024,2015-07-25,36
AI-0024,2015-07-26,2
AI-0024,2015-08-04,10
AI-0024,2015-08-08,25
AI-0024,2015-08-11,9
AI-0024,2015-08-15,9
AI-0024,2015-08-16,12
AI-0024,2015-08-25,10
AI-0024,2015-09-01,3
AI-0024,2015-09-02,24
AI-0024,2015-09-05,9
AI-0024,2015-09-09,45
AI-0024,2015-09-18,0
AI-0024,2015-09-23,15
AI-0024,2015-09-26,15
AI-0024,2015-09-30,10
AI-0024,2015-10-01,10
AI-0024,2015-10-03,10
AI-0024,2015-10-07,15
AI-0024,2015-10-10,10
AI-0024,2015-10-15,15
AI-0024,2015-10-16,9
AI-0024,2015-10-21,9
AI-0024,2015-11-04,15
AI-0024,2015-11-07,20
AI-0024,2015-11-17,8
AI-0024,2015-11-18,33
AI-0024,2015-11-21,15
AI-0024,2015-12-03,20
AI-0024,2015-12-11,20
AI-0024,2015-12-14,25
AI-0024,2015-12-16,70
AI-0025,2015-01-01,104
AI-0025,2015-01-02,24
AI-0025,2015-01-03,20
AI-0025,2015-01-06,10
AI-0025,2015-01-07,62
AI-0025,2015-01-08,24
AI-0025,2015-01-14,3
AI-0025,2015-01-16,7
AI-0025,2015-01-17,20
AI-0025,2015-01-25,15
AI-0025,2015-01-29,30
AI-0025,2015-01-30,19
AI-0025,2015-02-02,45
AI-0025,2015-02-03,50
AI-0025,2015-02-04,30
AI-0025,2015-02-06,15
AI-0025,2015-02-07,60
AI-0025,2015-02-12,8
AI-0025,2015-02-15,20
AI-0025,2015-02-17,25
AI-0025,2015-02-18,60
AI-0025,2015-02-22,14
AI-0025,2015-02-23,4
AI-0025,2015-02-24,20
AI-0025,2015-03-01,10
AI-0025,2015-03-04,15
AI-0025,2015-03-05,20
AI-0025,2015-03-10,70
AI-0025,2015-03-12,12
AI-0025,2015-03-14,10
AI-0025,2015-03-15,12
AI-0025,2015-03-18,50
AI-0025,2015-03-20,30
AI-0025,2015-03-23,11
AI-0025,2015-03-24,39
AI-0025,2015-03-26,6
AI-0025,2015-03-27,30
AI-0025,2015-04-07,14
AI-0025,2015-04-08,20
AI-0025,2015-04-11,50
AI-0025,2015-04-15,5
AI-0025,2015-04-16,12
AI-0025,2015-04-17,30
AI-0025,2015-04-21,12
AI-0025,2015-04-23,70
AI-0025,2015-04-24,52
AI-0025,2015-04-25,65
AI-0025,2015-04-26,20
AI-0025,2015-04-28,59
AI-0025,2015-04-29,15
AI-0025,2015-04-30,10
AI-0025,2015-05-05,32
AI-0025,2015-05-07,45
AI-0025,2015-05-08,30
AI-0025,2015-05-09,50
AI-0025,2015-05-10,16
AI-0025,2015-05-11,30
AI-0025,2015-05-12,97
AI-0025,2015-05-16,15
AI-0025,2015-05-19,7
AI-0025,2015-05-28,25
AI-0025,2015-05-30,40
AI-0025,2015-06-02,30
AI-0025,2015-06-03,60
AI-0025,2015-06-05,40
AI-0025,2015-06-10,27
AI-0025,2015-06-17,20
AI-0025,2015-06-18,10
AI-0025,2015-06-22,40
AI-0025,2015-06-23,63
AI-0025,2015-06-24,70
AI-0025,2015-06-25,31
AI-0025,2015-06-26,3
AI-0025,2015-06-27,38
AI-0025,2015-06-28,32
AI-0025,2015-06-29,20
AI-0025,2015-06-30,50
AI-0025,2015-07-02,19
AI-0025,2015-07-04,20
AI-0025,2015-07-07,12
AI-0025,2015-07-08,70
AI-0025,2015-07-09,10
AI-0025,2015-07-10,9
AI-0025,2015-07-21,12
AI-0025,2015-07-26,40
AI-0025,2015-07-30,40
AI-0025,2015-07-31,39
AI-0025,2015-08-01,80
AI-0025,2015-08-04,50
AI-0025,2015-08-07,30
AI-0025,2015-08-08,30
AI-0025,2015-08-10,8
AI-0025,2015-08-13,20
AI-0025,2015-08-18,70
AI-0025,2015-08-19,43
AI-0025,2015-08-20,20
AI-0025,2015-08-22,20
AI-0025,2015-08-25,3
AI-0025,2015-08-31,40
AI-0025,2015-09-01,20
AI-0025,2015-09-02,30
AI-0025,2015-09-05,4
AI-0025,2015-09-08,44
AI-0025,2015-09-12,72
AI-0025,2015-09-14,30
AI-0025,2015-09-16,30
AI-0025,2015-09-18,30
AI-0025,2015-09-21,2
AI-0025,2015-09-24,12
AI-0025,2015-09-25,30
AI-0025,2015-09-26,7
AI-0025,2015-09-29,20
AI-0025,2015-10-01,20
AI-0025,2015-10-03,50
AI-0025,2015-10-06,52
AI-0025,2015-10-08,3
AI-0025,2015-10-15,12
AI-0025,2015-10-17,30
AI-0025,2015-10-18,25
AI-0025,2015-10-21,50
AI-0025,2015-10-22,32
AI-0025,2015-10-23,1
AI-0025,2015-10-24,30
AI-0025,2015-10-25,30
AI-0025,2015-10-27,61
AI-0025,2015-10-29,20
AI-0025,2015-10-30,12
AI-0025,2015-10-31,50
AI-0025,2015-11-02,12
AI-0025,2015-11-03,42
AI-0025,2015-11-06,8
AI-0025,2015-11-09,25
AI-0025,2015-11-10,20
AI-0025,2015-11-11,70
AI-0025,2015-11-13,20
AI-0025,2015-11-17,3
AI-0025,2015-11-19,50
AI-0025,2015-11-24,25
AI-0025,2015-11-25,30
AI-0025,2015-11-26,9
AI-0025,2015-11-27,30
AI-0025,2015-12-02,80
AI-0025,2015-12-03,50
AI-0025,2015-12-04,10
AI-0025,2015-12-05,110
AI-0025,2015-12-08,46
AI-0025,2015-12-09,100
AI-0025,2015-12-10,30
AI-0025,2015-12-11,20
AI-0025,2015-12-12,50
AI-0025,2015-12-18,28
AI-0025,2015-12-19,70
AI-0025,2015-12-22,30
AI-0025,2015-12-23,100
AI-0025,2015-12-27,30
AI-0025,2015-12-29,40
AI-0025,2015-12-30,70
AI-0027,2015-01-04,2
AI-0027,2015-01-10,7
AI-0027,2015-01-16,1
AI-0027,2015-01-21,7
AI-0027,2015-01-22,4
AI-0027,2015-01-24,14
AI-0027,2015-01-27,3
AI-0027,2015-01-28,3
AI-0027,2015-01-29,17
AI-0027,2015-01-30,3
AI-0027,2015-02-03,40
AI-0027,2015-02-05,52
AI-0027,2015-02-06,16
AI-0027,2015-02-07,40
AI-0027,2015-02-10,40
AI-0027,2015-02-12,16
AI-0027,2015-02-13,7
AI-0027,2015-02-14,7
AI-0027,2015-02-17,37
AI-0027,2015-02-18,56
AI-0027,2015-02-19,24
AI-0027,2015-02-20,37
AI-0027,2015-02-21,14
AI-0027,2015-02-24,7
AI-0027,2015-02-27,7
AI-0027,2015-02-28,24
AI-0027,2015-03-03,3
AI-0027,2015-03-04,30
AI-0027,2015-03-05,3
AI-0027,2015-03-07,67
AI-0027,2015-03-08,30
AI-0027,2015-03-10,7
AI-0027,2015-03-11,30
AI-0027,2015-03-13,30
AI-0027,2015-03-14,1
AI-0027,2015-03-17,30
AI-0027,2015-03-18,7
AI-0027,2015-03-22,3
AI-0027,2015-03-24,17
AI-0027,2015-03-28,51
AI-0027,2015-04-03,7
AI-0027,2015-04-04,7
AI-0027,2015-04-07,30
AI-0027,2015-04-08,20
AI-0027,2015-04-10,7
AI-0027,2015-04-11,21
AI-0027,2015-04-14,7
AI-0027,2015-04-16,3
AI-0027,2015-04-21,60
AI-0027,2015-04-22,91
AI-0027,2015-04-25,30
AI-0027,2015-04-28,30
AI-0027,2015-04-30,33
AI-0027,2015-05-09,35
AI-0027,2015-05-12,30
AI-0027,2015-05-15,6
AI-0027,2015-05-19,30
AI-0027,2015-05-20,30
AI-0027,2015-05-23,30
AI-0027,2015-05-28,60
AI-0027,2015-05-30,30
AI-0027,2015-06-01,2
AI-0027,2015-06-04,30
AI-0027,2015-06-06,60
AI-0027,2015-06-10,30
AI-0027,2015-06-13,60
AI-0027,2015-06-16,90
AI-0027,2015-06-26,80
AI-0027,2015-06-27,33
AI-0027,2015-06-29,3
AI-0027,2015-06-30,90
AI-0027,2015-07-01,30
AI-0027,2015-07-02,60
AI-0027,2015-07-04,30
AI-0027,2015-07-05,3
AI-0027,2015-07-06,4
AI-0027,2015-07-07,30
AI-0027,2015-07-10,1
AI-0027,2015-07-11,60
AI-0027,2015-07-12,3
AI-0027,2015-07-14,30
AI-0027,2015-07-15,30
AI-0027,2015-07-17,30
AI-0027,2015-07-21,60
AI-0027,2015-07-22,30
AI-0027,2015-07-23,30
AI-0027,2015-07-30,7
AI-0027,2015-08-05,30
AI-0027,2015-08-06,30
AI-0027,2015-08-07,30
AI-0027,2015-08-08,30
AI-0027,2015-08-11,60
AI-0027,2015-08-12,60
AI-0027,2015-08-14,30
AI-0027,2015-08-15,60
AI-0027,2015-08-18,58
AI-0027,2015-08-22,60
AI-0027,2015-08-23,3
AI-0027,2015-08-25,63
AI-0027,2015-08-26,3
AI-0027,2015-08-28,60
AI-0027,2015-08-29,63
AI-0027,2015-08-30,3
AI-0027,2015-09-01,33
AI-0027,2015-09-05,90
AI-0027,2015-09-06,3
AI-0027,2015-09-08,93
AI-0027,2015-09-10,90
AI-0027,2015-09-11,93
AI-0027,2015-09-12,30
AI-0027,2015-09-13,3
AI-0027,2015-09-15,30
AI-0027,2015-09-16,58
AI-0027,2015-09-17,30
AI-0027,2015-09-22,60
AI-0027,2015-09-23,3
AI-0027,2015-09-24,93
AI-0027,2015-09-26,90
AI-0027,2015-09-30,90
AI-0027,2015-10-02,90
AI-0027,2015-10-03,60
AI-0027,2015-10-06,60
AI-0027,2015-10-09,58
AI-0027,2015-10-10,60
AI-0027,2015-10-13,30
AI-0027,2015-10-14,60
AI-0027,2015-10-15,3
AI-0027,2015-10-16,28
AI-0027,2015-10-17,30
AI-0027,2015-10-20,90
AI-0027,2015-10-22,30
AI-0027,2015-10-25,63
AI-0027,2015-10-29,90
AI-0027,2015-10-30,28
AI-0027,2015-10-31,210
AI-0027,2015-11-03,60
AI-0027,2015-11-05,120
AI-0027,2015-11-06,30
AI-0027,2015-11-07,30
AI-0027,2015-11-10,60
AI-0027,2015-11-13,60
AI-0027,2015-11-17,60
AI-0027,2015-11-19,30
AI-0027,2015-11-20,30
AI-0027,2015-11-21,30
AI-0027,2015-11-24,60
AI-0027,2015-11-25,30
AI-0027,2015-11-26,45
AI-0027,2015-11-27,30
AI-0027,2015-11-28,30
AI-0027,2015-11-30,120
AI-0027,2015-12-01,30
AI-0027,2015-12-02,58
AI-0027,2015-12-04,30
AI-0027,2015-12-05,60
AI-0027,2015-12-08,150
AI-0027,2015-12-09,31
AI-0027,2015-12-10,90
AI-0027,2015-12-11,163
AI-0027,2015-12-12,30
AI-0027,2015-12-14,3
AI-0027,2015-12-15,150
AI-0027,2015-12-16,28
AI-0027,2015-12-22,90
AI-0027,2015-12-24,37
AI-0027,2015-12-26,30
AI-0027,2015-12-27,150
AI-0027,2015-12-30,88
AI-0028,2015-03-19,9
AI-0028,2015-03-25,30
AI-0028,2015-04-23,9
AI-0028,2015-06-17,9
AI-0028,2015-06-18,9
AI-0028,2015-07-23,6
AI-0029,2015-09-12,9
AI-0029,2015-09-15,10
AI-0031,2015-06-25,1
AI-0031,2015-06-26,3
AI-0031,2015-06-27,1
AI-0031,2015-06-28,2
AI-0031,2015-07-02,1
AI-0031,2015-07-03,1
AI-0031,2015-07-04,4
AI-0031,2015-07-15,1
AI-0031,2015-07-22,1
AI-0031,2015-07-24,3
AI-0031,2015-08-03,1
AI-0031,2015-08-16,1
AI-0031,2015-08-19,3
AI-0031,2015-08-22,3
AI-0031,2015-08-23,1
AI-0031,2015-08-24,4
AI-0031,2015-08-27,1
AI-0031,2015-08-28,1
AI-0031,2015-08-29,5
AI-0031,2015-09-04,1
AI-0031,2015-09-05,1
AI-0031,2015-09-06,1
AI-0031,2015-09-07,3
AI-0031,2015-09-09,2
AI-0031,2015-09-10,2
AI-0031,2015-09-12,1
AI-0031,2015-09-14,1
AI-0031,2015-09-15,1
AI-0031,2015-09-16,1
AI-0031,2015-09-17,4
AI-0031,2015-09-18,1
AI-0031,2015-09-19,2
AI-0031,2015-09-23,2
AI-0031,2015-09-24,1
AI-0031,2015-09-25,2
AI-0031,2015-09-26,1
AI-0031,2015-09-29,3
AI-0031,2015-10-01,1
AI-0031,2015-10-02,1
AI-0031,2015-10-06,1
AI-0031,2015-10-10,2
AI-0031,2015-10-11,4
AI-0031,2015-10-12,1
AI-0031,2015-10-22,1
AI-0031,2015-10-23,3
AI-0031,2015-10-24,3
AI-0031,2015-10-25,1
AI-0031,2015-10-29,2
AI-0031,2015-10-30,3
AI-0031,2015-10-31,1
AI-0031,2015-11-01,1
AI-0031,2015-11-02,2
AI-0031,2015-11-05,1
AI-0031,2015-11-06,1
AI-0031,2015-11-07,3
AI-0031,2015-11-08,1
AI-0031,2015-11-10,1
AI-0031,2015-11-16,1
AI-0031,2015-11-19,1
AI-0031,2015-11-24,1
AI-0031,2015-11-25,1
AI-0031,2015-11-27,1
AI-0031,2015-12-09,1
AI-0031,2015-12-10,1
AI-0031,2015-12-11,1
AI-0031,2015-12-12,1
AI-0031,2015-12-13,1
AI-0031,2015-12-15,1
AI-0031,2015-12-16,1
AI-0031,2015-12-18,1
AI-0031,2015-12-19,1
AI-0031,2015-12-25,3
AI-0031,2015-12-29,2
AI-0031,2015-12-30,2
AI-0032,2015-01-02,3
AI-0032,2015-01-17,6
AI-0032,2015-02-06,3
AI-0032,2015-02-07,3
AI-0032,2015-02-12,5
AI-0032,2015-02-27,3
AI-0032,2015-03-27,3
AI-0032,2015-04-08,3
AI-0032,2015-04-10,5
AI-0032,2015-04-11,8
AI-0032,2015-04-14,5
AI-0032,2015-04-22,26
AI-0032,2015-04-28,5
AI-0032,2015-05-02,6
AI-0032,2015-05-23,10
AI-0032,2015-06-02,5
AI-0032,2015-06-05,6
AI-0032,2015-06-18,3
AI-0032,2015-06-23,3
AI-0032,2015-09-12,10
AI-0032,2015-10-07,10
AI-0032,2015-10-21,30
AI-0032,2015-12-11,3
AI-0032,2015-12-15,3
AI-0033,2015-01-06,1
AI-0033,2015-02-01,1
AI-0033,2015-02-03,2
AI-0033,2015-02-10,4
AI-0033,2015-02-12,1
AI-0033,2015-02-17,1
AI-0033,2015-02-23,1
AI-0033,2015-03-04,1
AI-0033,2015-03-07,2
AI-0033,2015-03-08,1
AI-0033,2015-03-17,1
AI-0033,2015-03-22,2
AI-0033,2015-04-10,1
AI-0033,2015-04-12,1
AI-0033,2015-04-14,1
AI-0033,2015-04-16,2
AI-0033,2015-04-17,1
AI-0033,2015-04-18,1
AI-0033,2015-04-30,1
AI-0033,2015-05-02,2
AI-0033,2015-05-05,1
AI-0033,2015-05-06,1
AI-0033,2015-05-09,1
AI-0033,2015-05-10,1
AI-0033,2015-05-12,1
AI-0033,2015-05-13,1
AI-0033,2015-05-23,1
AI-0033,2015-05-29,1
AI-0033,2015-06-06,1
AI-0033,2015-06-07,1
AI-0033,2015-06-11,1
AI-0033,2015-06-13,1
AI-0033,2015-06-17,1
AI-0033,2015-06-25,1
AI-0033,2015-07-05,1
AI-0033,2015-07-08,2
AI-0033,2015-07-11,2
AI-0033,2015-07-14,1
AI-0033,2015-07-16,1
AI-0033,2015-07-31,1
AI-0033,2015-08-06,1
AI-0033,2015-08-08,1
AI-0033,2015-08-15,2
AI-0033,2015-08-20,2
AI-0033,2015-08-21,1
AI-0033,2015-08-27,1
AI-0033,2015-08-29,1
AI-0033,2015-09-04,1
AI-0033,2015-09-11,1
AI-0033,2015-09-23,1
AI-0033,2015-10-31,3
AI-0033,2015-11-02,1
AI-0033,2015-11-03,1
AI-0033,2015-11-04,3
AI-0033,2015-11-06,1
AI-0033,2015-11-07,1
AI-0033,2015-11-12,1
AI-0033,2015-11-13,3
AI-0033,2015-11-17,1
AI-0033,2015-11-20,2
AI-0033,2015-11-21,2
AI-0033,2015-11-24,1
AI-0033,2015-11-26,1
AI-0033,2015-11-30,5
AI-0033,2015-12-01,4
AI-0033,2015-12-03,1
AI-0033,2015-12-05,1
AI-0033,2015-12-09,1
AI-0033,2015-12-10,1
AI-0033,2015-12-12,1
AI-0033,2015-12-15,1
AI-0033,2015-12-16,1
AI-0033,2015-12-27,2
AI-0039,2015-01-21,7
AI-0039,2015-01-31,2
AI-0039,2015-02-01,2
AI-0039,2015-02-03,2
AI-0039,2015-02-14,2
AI-0039,2015-02-21,3
AI-0039,2015-02-22,3
AI-0039,2015-02-24,2
AI-0039,2015-02-27,4
AI-0039,2015-02-28,2
AI-0039,2015-03-01,5
AI-0039,2015-03-02,6
AI-0039,2015-03-04,2
AI-0039,2015-03-06,9
AI-0039,2015-03-07,2
AI-0039,2015-03-08,3
AI-0039,2015-03-10,2
AI-0039,2015-03-17,2
AI-0039,2015-03-18,2
AI-0039,2015-03-22,2
AI-0039,2015-03-23,2
AI-0039,2015-03-25,4
AI-0039,2015-03-30,2
AI-0039,2015-03-31,2
AI-0039,2015-04-08,2
AI-0039,2015-04-10,2
AI-0039,2015-04-13,2
AI-0039,2015-04-22,5
AI-0039,2015-04-23,6
AI-0039,2015-04-24,5
AI-0039,2015-04-26,6
AI-0039,2015-04-27,2
AI-0039,2015-04-30,2
AI-0039,2015-05-01,4
AI-0039,2015-05-03,4
AI-0039,2015-05-06,2
AI-0039,2015-05-07,2
AI-0039,2015-05-08,4
AI-0039,2015-05-10,2
AI-0039,2015-05-15,6
AI-0039,2015-05-19,5
AI-0039,2015-05-21,4
AI-0039,2015-05-26,2
AI-0039,2015-05-31,1
AI-0039,2015-06-02,2
AI-0039,2015-06-04,2
AI-0039,2015-06-05,2
AI-0039,2015-06-06,1
AI-0039,2015-06-13,2
AI-0039,2015-06-14,2
AI-0039,2015-06-15,2
AI-0039,2015-06-16,5
AI-0039,2015-06-17,4
AI-0039,2015-06-18,2
AI-0039,2015-06-19,2
AI-0039,2015-06-20,6
AI-0039,2015-06-23,9
AI-0039,2015-06-29,4
AI-0039,2015-06-30,3
AI-0039,2015-07-01,3
AI-0039,2015-07-02,3
AI-0039,2015-07-03,5
AI-0039,2015-07-09,6
AI-0039,2015-07-14,3
AI-0039,2015-07-15,2
AI-0039,2015-07-18,2
AI-0039,2015-07-23,2
AI-0039,2015-07-26,2
AI-0039,2015-07-30,2
AI-0039,2015-08-01,4
AI-0039,2015-08-03,2
AI-0039,2015-08-04,3
AI-0039,2015-08-05,4
AI-0039,2015-08-09,2
AI-0039,2015-08-10,4
AI-0039,2015-08-12,2
AI-0039,2015-08-14,2
AI-0039,2015-08-15,2
AI-0039,2015-08-17,2
AI-0039,2015-08-20,2
AI-0039,2015-08-23,2
AI-0039,2015-08-28,2
AI-0039,2015-08-29,4
AI-0039,2015-08-30,2
AI-0039,2015-08-31,2
AI-0039,2015-09-11,3
AI-0039,2015-09-12,4
AI-0039,2015-09-13,2
AI-0039,2015-09-17,2
AI-0039,2015-09-19,2
AI-0039,2015-09-29,2
AI-0039,2015-10-07,2
AI-0039,2015-10-09,2
AI-0039,2015-10-10,2
AI-0039,2015-10-12,2
AI-0039,2015-10-17,2
AI-0039,2015-10-20,2
AI-0039,2015-10-28,5
AI-0039,2015-10-31,2
AI-0039,2015-11-03,2
AI-0039,2015-11-05,2
AI-0039,2015-11-06,2
AI-0039,2015-11-07,2
AI-0039,2015-11-14,2
AI-0039,2015-11-17,2
AI-0039,2015-11-18,3
AI-0039,2015-11-20,2
AI-0039,2015-11-21,2
AI-0039,2015-11-28,3
AI-0039,2015-11-29,4
AI-0039,2015-12-01,2
AI-0039,2015-12-05,4
AI-0039,2015-12-08,2
AI-0039,2015-12-16,4
AI-0039,2015-12-17,6
AI-0039,2015-12-18,6
AI-0039,2015-12-20,4
AI-0039,2015-12-23,2
AI-0039,2015-12-25,2
AI-0039,2015-12-26,1
AI-0039,2015-12-31,2
AI-0043,2015-01-02,21
AI-0043,2015-01-03,168
AI-0043,2015-01-05,9
AI-0043,2015-01-06,115
AI-0043,2015-01-07,28
AI-0043,2015-01-08,163
AI-0043,2015-01-09,69
AI-0043,2015-01-10,55
AI-0043,2015-01-11,9
AI-0043,2015-01-13,7
AI-0043,2015-01-14,3
AI-0043,2015-01-15,28
AI-0043,2015-01-16,35
AI-0043,2015-01-17,12
AI-0043,2015-01-22,127
AI-0043,2015-01-23,29
AI-0043,2015-01-24,253
AI-0043,2015-01-25,18
AI-0043,2015-01-27,141
AI-0043,2015-01-28,42
AI-0043,2015-01-29,266
AI-0043,2015-01-30,16
AI-0043,2015-01-31,9
AI-0043,2015-02-01,90
AI-0043,2015-02-02,25
AI-0043,2015-02-03,323
AI-0043,2015-02-04,94
AI-0043,2015-02-05,254
AI-0043,2015-02-06,95
AI-0043,2015-02-07,203
AI-0043,2015-02-08,27
AI-0043,2015-02-09,28
AI-0043,2015-02-10,170
AI-0043,2015-02-11,89
AI-0043,2015-02-12,418
AI-0043,2015-02-13,88
AI-0043,2015-02-14,225
AI-0043,2015-02-15,9
AI-0043,2015-02-16,9
AI-0043,2015-02-17,287
AI-0043,2015-02-18,123
AI-0043,2015-02-19,349
AI-0043,2015-02-20,104
AI-0043,2015-02-21,212
AI-0043,2015-02-22,24
AI-0043,2015-02-23,10
AI-0043,2015-02-24,220
AI-0043,2015-02-25,100
AI-0043,2015-02-26,237
AI-0043,2015-02-27,59
AI-0043,2015-02-28,149
AI-0043,2015-03-01,18
AI-0043,2015-03-02,9
AI-0043,2015-03-03,352
AI-0043,2015-03-04,37
AI-0043,2015-03-05,207
AI-0043,2015-03-06,107
AI-0043,2015-03-07,136
AI-0043,2015-03-08,20
AI-0043,2015-03-09,15
AI-0043,2015-03-10,282
AI-0043,2015-03-11,119
AI-0043,2015-03-12,292
AI-0043,2015-03-13,43
AI-0043,2015-03-14,258
AI-0043,2015-03-17,388
AI-0043,2015-03-18,99
AI-0043,2015-03-19,284
AI-0043,2015-03-20,130
AI-0043,2015-03-21,203
AI-0043,2015-03-22,33
AI-0043,2015-03-24,327
AI-0043,2015-03-25,105
AI-0043,2015-03-26,207
AI-0043,2015-03-27,193
AI-0043,2015-03-28,275
AI-0043,2015-03-30,27
AI-0043,2015-03-31,9
AI-0043,2015-04-01,136
AI-0043,2015-04-02,357
AI-0043,2015-04-03,167
AI-0043,2015-04-04,235
AI-0043,2015-04-05,9
AI-0043,2015-04-06,18
AI-0043,2015-04-07,270
AI-0043,2015-04-08,172
AI-0043,2015-04-09,81
AI-0043,2015-04-10,258
AI-0043,2015-04-11,308
AI-0043,2015-04-12,32
AI-0043,2015-04-14,262
AI-0043,2015-04-15,123
AI-0043,2015-04-16,392
AI-0043,2015-04-17,93
AI-0043,2015-04-18,18
AI-0043,2015-04-19,24
AI-0043,2015-04-20,4
AI-0043,2015-04-21,743
AI-0043,2015-04-22,294
AI-0043,2015-04-23,530
AI-0043,2015-04-24,210
AI-0043,2015-04-25,390
AI-0043,2015-04-26,9
AI-0043,2015-04-28,141
AI-0043,2015-04-29,265
AI-0043,2015-04-30,343
AI-0043,2015-05-01,9
AI-0043,2015-05-02,365
AI-0043,2015-05-03,9
AI-0043,2015-05-04,9
AI-0043,2015-05-05,413
AI-0043,2015-05-06,57
AI-0043,2015-05-07,349
AI-0043,2015-05-08,169
AI-0043,2015-05-09,306
AI-0043,2015-05-10,9
AI-0043,2015-05-11,9
AI-0043,2015-05-12,386
AI-0043,2015-05-13,63
AI-0043,2015-05-14,103
AI-0043,2015-05-15,55
AI-0043,2015-05-16,279
AI-0043,2015-05-17,9
AI-0043,2015-05-18,24
AI-0043,2015-05-19,285
AI-0043,2015-05-20,198
AI-0043,2015-05-21,692
AI-0043,2015-05-22,315
AI-0043,2015-05-23,350
AI-0043,2015-05-24,18
AI-0043,2015-05-25,18
AI-0043,2015-05-26,627
AI-0043,2015-05-27,12
AI-0043,2015-05-28,728
AI-0043,2015-05-29,46
AI-0043,2015-05-30,688
AI-0043,2015-05-31,9
AI-0043,2015-06-02,438
AI-0043,2015-06-03,182
AI-0043,2015-06-04,739
AI-0043,2015-06-05,244
AI-0043,2015-06-06,264
AI-0043,2015-06-07,116
AI-0043,2015-06-08,27
AI-0043,2015-06-09,420
AI-0043,2015-06-10,160
AI-0043,2015-06-11,253
AI-0043,2015-06-12,238
AI-0043,2015-06-13,174
AI-0043,2015-06-14,42
AI-0043,2015-06-15,18
AI-0043,2015-06-16,410
AI-0043,2015-06-17,82
AI-0043,2015-06-18,313
AI-0043,2015-06-19,126
AI-0043,2015-06-20,247
AI-0043,2015-06-21,30
AI-0043,2015-06-22,9
AI-0043,2015-06-23,477
AI-0043,2015-06-24,239
AI-0043,2015-06-25,484
